id_run,numero_run,estado,tiempo_inicio,tiempo_fin,id_usuario,version_dataset,id_dataset,id_experimento
316,9,FAILED,2025-03-13 15:21:59,2025-03-13 15:27:19,39,4,2,83
317,9,PENDING,2025-03-28 13:53:52,2025-03-28 13:59:02,4,2,5,4
318,1,COMPLETED,2025-01-04 18:13:58,2025-01-04 18:14:57,31,3,8,34
319,1,RUNNING,2025-01-13 16:28:06,2025-01-13 16:29:09,21,2,7,23
320,14,CANCELLED,2025-07-17 14:36:07,2025-07-17 14:37:21,24,2,5,57
321,12,CANCELLED,2025-07-29 09:24:17,2025-07-29 09:29:22,54,1,5,1
322,1,FAILED,2025-01-07 19:45:43,2025-01-07 19:47:02,80,3,7,22
323,10,COMPLETED,2025-07-06 11:36:33,2025-07-06 11:42:44,55,1,2,84
324,15,PENDING,2025-08-07 13:38:40,2025-08-07 13:39:00,78,4,6,90
325,3,RUNNING,2025-02-17 13:37:07,2025-02-17 13:44:09,28,3,1,14
326,5,PENDING,2025-01-27 05:00:45,2025-01-27 05:04:09,93,3,3,37
327,11,COMPLETED,2025-06-24 19:33:37,2025-06-24 19:37:01,12,1,2,41
328,13,FAILED,2025-07-28 21:10:27,2025-07-28 21:14:18,61,3,6,99
329,3,RUNNING,2025-01-31 19:14:31,2025-01-31 19:21:13,37,2,7,67
330,9,CANCELLED,2025-04-29 19:32:40,2025-04-29 19:36:55,32,3,6,85
331,3,RUNNING,2025-02-08 00:00:13,2025-02-08 00:07:07,66,2,1,71
332,1,CANCELLED,2025-01-11 11:03:23,2025-01-11 11:07:07,35,1,6,3
333,13,FAILED,2025-08-14 13:03:31,2025-08-14 13:11:30,82,4,4,51
334,10,COMPLETED,2025-07-05 01:50:00,2025-07-05 01:50:44,86,2,2,88
335,14,PENDING,2025-08-28 08:35:52,2025-08-28 08:40:26,87,2,6,32
336,1,COMPLETED,2025-01-26 00:32:19,2025-01-26 00:36:48,36,1,2,27
337,13,PENDING,2025-08-13 16:08:49,2025-08-13 16:09:27,83,1,1,80
338,12,FAILED,2025-06-27 08:13:58,2025-06-27 08:15:43,98,3,5,18
339,14,RUNNING,2025-08-01 04:52:36,2025-08-01 04:53:05,73,2,4,30
340,14,CANCELLED,2025-07-19 10:58:49,2025-07-19 11:06:15,94,4,5,20
341,6,RUNNING,2025-03-21 13:37:48,2025-03-21 13:37:58,65,2,6,19
342,15,CANCELLED,2025-08-13 12:15:40,2025-08-13 12:20:50,17,2,8,82
343,8,COMPLETED,2025-04-06 02:28:52,2025-04-06 02:36:18,5,3,7,6
344,5,PENDING,2025-03-20 18:44:20,2025-03-20 18:48:21,76,3,4,36
345,3,FAILED,2025-02-04 07:57:17,2025-02-04 07:58:08,27,3,8,72
346,6,CANCELLED,2025-03-25 14:21:39,2025-03-25 14:22:37,47,3,3,39
347,14,FAILED,2025-08-03 23:10:59,2025-08-03 23:11:19,34,2,7,56
348,5,COMPLETED,2025-03-26 21:12:18,2025-03-26 21:14:14,60,1,3,77
349,5,PENDING,2025-03-28 02:34:30,2025-03-28 02:39:56,15,3,4,16
350,2,RUNNING,2025-02-12 23:36:37,2025-02-12 23:41:41,19,1,1,17
351,2,PENDING,2025-01-04 20:05:57,2025-01-04 20:06:11,95,3,3,63
352,7,COMPLETED,2025-03-21 06:29:31,2025-03-21 06:31:27,52,1,5,28
353,8,FAILED,2025-05-19 12:26:43,2025-05-19 12:30:55,74,4,2,76
354,11,RUNNING,2025-05-10 16:05:37,2025-05-10 16:08:36,57,1,5,35
355,6,CANCELLED,2025-04-14 18:54:55,2025-04-14 18:57:50,62,3,7,50
356,1,CANCELLED,2025-01-03 12:28:29,2025-01-03 12:30:30,1,1,7,52
357,2,COMPLETED,2025-01-18 11:17:35,2025-01-18 11:24:33,46,2,2,58
358,3,PENDING,2025-03-01 00:38:51,2025-03-01 00:38:51,33,2,6,59
359,4,FAILED,2025-03-04 23:19:08,2025-03-04 23:25:43,53,1,3,68
360,9,RUNNING,2025-04-27 09:31:05,2025-04-27 09:37:22,38,3,8,49
361,8,PENDING,2025-05-23 18:23:15,2025-05-23 18:26:51,58,3,4,9
362,2,RUNNING,2025-01-12 19:56:03,2025-01-12 19:59:55,92,1,1,86
363,8,CANCELLED,2025-03-22 13:57:11,2025-03-22 13:59:36,89,2,3,78
364,8,FAILED,2025-06-13 23:06:44,2025-06-13 23:12:11,69,3,2,81
365,9,COMPLETED,2025-05-02 05:22:45,2025-05-02 05:30:14,10,4,3,15
366,2,COMPLETED,2025-02-18 16:35:30,2025-02-18 16:37:08,71,2,7,97
367,10,PENDING,2025-07-02 19:04:11,2025-07-02 19:06:05,51,4,2,64
368,1,FAILED,2025-01-28 18:16:27,2025-01-28 18:17:58,7,1,5,43
369,2,RUNNING,2025-02-10 04:41:37,2025-02-10 04:42:03,30,1,2,8
370,6,CANCELLED,2025-05-28 22:19:02,2025-05-28 22:23:48,70,3,6,70
371,14,CANCELLED,2025-08-21 01:34:53,2025-08-21 01:41:11,16,3,8,94
372,11,COMPLETED,2025-07-13 22:48:37,2025-07-13 22:53:09,50,2,4,48
373,8,PENDING,2025-04-05 12:15:41,2025-04-05 12:19:53,29,3,3,79
374,5,FAILED,2025-03-03 16:45:25,2025-03-03 16:50:22,63,2,7,24
375,8,RUNNING,2025-04-18 16:26:25,2025-04-18 16:26:41,9,1,5,7
376,9,CANCELLED,2025-04-12 09:31:20,2025-04-12 09:34:48,25,4,2,10
377,14,COMPLETED,2025-08-18 19:02:15,2025-08-18 19:07:45,88,2,5,61
378,12,PENDING,2025-07-04 07:57:08,2025-07-04 08:02:31,18,4,6,44
379,12,FAILED,2025-06-16 23:44:18,2025-06-16 23:46:01,6,4,6,55
380,7,RUNNING,2025-04-13 02:33:11,2025-04-13 02:39:42,11,1,7,92
381,7,RUNNING,2025-03-13 11:33:20,2025-03-13 11:37:34,67,2,6,69
382,12,FAILED,2025-06-23 02:14:08,2025-06-23 02:16:34,3,3,8,12
383,6,CANCELLED,2025-02-19 04:56:15,2025-02-19 04:58:54,91,1,1,11
384,15,PENDING,2025-08-26 15:52:14,2025-08-26 16:00:08,75,1,5,26
385,10,COMPLETED,2025-04-10 19:32:10,2025-04-10 19:39:52,100,3,8,73
386,2,CANCELLED,2025-02-13 06:14:06,2025-02-13 06:16:22,20,2,4,31
387,5,PENDING,2025-01-29 14:00:49,2025-01-29 14:03:36,77,2,3,29
388,2,COMPLETED,2025-02-17 03:44:47,2025-02-17 03:48:02,99,1,1,91
389,12,FAILED,2025-07-06 01:28:04,2025-07-06 01:31:51,72,3,4,45
390,12,RUNNING,2025-06-29 22:49:20,2025-06-29 22:56:45,49,3,7,46
391,14,PENDING,2025-08-14 16:28:57,2025-08-14 16:36:06,45,1,4,75
392,2,COMPLETED,2025-01-31 18:53:47,2025-01-31 18:56:18,41,2,1,89
393,10,RUNNING,2025-06-03 12:34:40,2025-06-03 12:35:00,97,3,3,21
394,15,CANCELLED,2025-08-17 09:24:44,2025-08-17 09:30:59,43,3,2,54
395,3,FAILED,2025-03-05 02:19:43,2025-03-05 02:21:52,90,3,5,38
396,8,CANCELLED,2025-04-17 10:08:54,2025-04-17 10:10:31,13,1,6,40
397,11,COMPLETED,2025-06-15 08:14:30,2025-06-15 08:20:35,85,3,6,65
398,7,PENDING,2025-05-09 05:09:40,2025-05-09 05:12:18,40,1,5,53
399,8,FAILED,2025-05-08 07:18:16,2025-05-08 07:22:26,2,4,4,98
400,12,RUNNING,2025-07-01 23:36:46,2025-07-01 23:41:53,42,2,7,47
401,11,CANCELLED,2025-07-06 04:36:33,2025-07-06 04:43:12,29,4,3,3
402,13,FAILED,2025-06-08 23:15:58,2025-06-08 23:20:41,22,3,4,92
403,9,PENDING,2025-07-02 16:26:44,2025-07-02 16:30:23,45,1,1,1
404,5,COMPLETED,2025-05-04 19:41:23,2025-05-04 19:42:45,13,2,3,32
405,15,RUNNING,2025-08-24 05:57:00,2025-08-24 05:58:17,79,2,2,48
406,4,PENDING,2025-02-28 10:36:49,2025-02-28 10:43:16,42,1,3,35
407,1,FAILED,2025-01-05 09:34:54,2025-01-05 09:42:10,35,2,2,10
408,13,RUNNING,2025-07-02 16:08:56,2025-07-02 16:16:46,78,2,7,96
409,6,CANCELLED,2025-02-02 08:59:24,2025-02-02 09:01:44,41,3,6,83
410,15,COMPLETED,2025-08-31 17:32:39,2025-08-31 17:39:23,95,2,7,46
411,3,CANCELLED,2025-01-21 14:28:51,2025-01-21 14:33:27,62,4,5,80
412,15,COMPLETED,2025-08-11 13:19:05,2025-08-11 13:24:59,76,3,5,6
413,9,PENDING,2025-06-05 05:34:46,2025-06-05 05:41:57,52,3,8,51
414,4,FAILED,2025-03-13 22:57:52,2025-03-13 23:05:51,94,1,8,28
415,6,RUNNING,2025-03-29 11:29:20,2025-03-29 11:37:05,33,2,1,8
416,14,FAILED,2025-07-30 03:42:07,2025-07-30 03:42:27,21,2,2,97
417,1,RUNNING,2025-02-10 16:58:52,2025-02-10 17:05:35,73,4,7,59
418,5,CANCELLED,2025-02-10 19:53:52,2025-02-10 19:58:38,49,1,6,41
419,6,PENDING,2025-03-22 20:20:43,2025-03-22 20:23:51,10,2,8,53
420,5,COMPLETED,2025-03-10 06:41:59,2025-03-10 06:45:22,39,1,4,25
421,6,PENDING,2025-03-20 20:36:48,2025-03-20 20:44:41,40,1,3,17
422,9,FAILED,2025-06-26 19:01:16,2025-06-26 19:03:43,34,2,4,69
423,9,RUNNING,2025-03-22 21:09:32,2025-03-22 21:10:43,86,3,2,52
424,10,CANCELLED,2025-05-24 17:31:40,2025-05-24 17:32:06,14,1,3,16
425,6,COMPLETED,2025-04-01 23:21:26,2025-04-01 23:22:27,68,1,5,76
426,4,RUNNING,2025-03-08 14:01:57,2025-03-08 14:02:25,27,3,8,21
427,7,FAILED,2025-07-03 08:17:01,2025-07-03 08:21:46,50,2,7,94
428,14,CANCELLED,2025-08-19 19:06:19,2025-08-19 19:13:06,12,2,5,99
429,10,PENDING,2025-06-16 19:28:40,2025-06-16 19:32:38,64,1,2,45
430,5,COMPLETED,2025-02-25 15:38:33,2025-02-25 15:44:28,4,3,4,40
431,1,CANCELLED,2025-01-26 18:34:09,2025-01-26 18:36:57,48,3,7,20
432,9,PENDING,2025-07-21 10:12:12,2025-07-21 10:14:31,15,3,6,61
433,5,COMPLETED,2025-04-28 15:18:34,2025-04-28 15:20:59,23,1,6,66
434,7,FAILED,2025-05-29 04:57:09,2025-05-29 05:03:16,25,2,6,70
435,5,RUNNING,2025-03-15 02:10:40,2025-03-15 02:18:02,61,3,1,54
436,13,FAILED,2025-08-12 00:55:41,2025-08-12 01:00:53,11,4,4,95
437,14,PENDING,2025-08-05 04:43:56,2025-08-05 04:45:56,44,2,1,65
438,5,COMPLETED,2025-04-11 12:11:14,2025-04-11 12:12:24,47,4,7,84
439,15,RUNNING,2025-08-11 09:02:18,2025-08-11 09:06:20,18,1,3,62
440,9,CANCELLED,2025-05-12 23:06:44,2025-05-12 23:08:17,67,1,5,18
441,2,FAILED,2025-01-08 09:50:25,2025-01-08 09:52:27,38,3,2,98
442,7,RUNNING,2025-07-04 07:28:54,2025-07-04 07:30:49,90,3,8,60
443,11,CANCELLED,2025-05-26 03:02:44,2025-05-26 03:08:08,70,2,3,24
444,11,PENDING,2025-06-21 18:59:52,2025-06-21 19:02:49,74,3,6,31
445,5,COMPLETED,2025-02-22 02:37:21,2025-02-22 02:38:17,71,2,4,14
446,8,COMPLETED,2025-05-21 09:01:07,2025-05-21 09:02:47,6,1,2,33
447,9,PENDING,2025-06-28 15:25:39,2025-06-28 15:29:36,65,2,8,36
448,2,FAILED,2025-02-04 18:21:56,2025-02-04 18:22:18,37,2,5,81
449,3,RUNNING,2025-02-19 15:05:43,2025-02-19 15:12:05,5,4,7,75
450,8,CANCELLED,2025-04-01 03:47:15,2025-04-01 03:47:58,88,2,1,68
451,14,CANCELLED,2025-08-14 00:53:19,2025-08-14 00:58:18,63,2,7,19
452,14,FAILED,2025-08-19 04:33:56,2025-08-19 04:38:43,32,3,1,77
453,6,PENDING,2025-04-02 16:29:39,2025-04-02 16:30:46,81,4,4,27
454,15,COMPLETED,2025-08-23 18:02:16,2025-08-23 18:06:34,66,2,7,87
455,13,RUNNING,2025-08-10 12:18:49,2025-08-10 12:19:34,80,1,6,88
456,5,PENDING,2025-03-16 10:22:13,2025-03-16 10:29:06,30,2,8,15
457,12,RUNNING,2025-06-12 23:38:12,2025-06-12 23:42:18,2,1,4,78
458,13,CANCELLED,2025-07-31 11:32:00,2025-07-31 11:33:49,75,2,3,13
459,2,FAILED,2025-01-28 17:21:48,2025-01-28 17:25:01,36,1,2,67
460,1,COMPLETED,2025-01-31 05:04:20,2025-01-31 05:07:27,98,4,6,39
461,7,FAILED,2025-06-17 12:25:43,2025-06-17 12:29:54,17,2,7,89
462,4,COMPLETED,2025-02-04 00:01:28,2025-02-04 00:08:39,46,4,5,30
463,6,PENDING,2025-03-11 07:49:00,2025-03-11 07:50:27,69,3,6,71
464,8,RUNNING,2025-03-20 10:10:11,2025-03-20 10:17:53,19,1,4,5
465,14,CANCELLED,2025-07-29 13:09:28,2025-07-29 13:13:25,97,3,4,47
466,7,CANCELLED,2025-04-06 18:15:04,2025-04-06 18:20:24,56,3,6,23
467,12,PENDING,2025-07-08 00:42:01,2025-07-08 00:47:59,1,4,3,56
468,9,COMPLETED,2025-03-29 08:42:52,2025-03-29 08:45:40,91,4,2,63
469,12,RUNNING,2025-07-07 05:54:00,2025-07-07 05:56:14,84,1,2,34
470,10,FAILED,2025-05-05 09:38:39,2025-05-05 09:45:58,87,3,8,55
471,12,PENDING,2025-04-25 08:16:35,2025-04-25 08:21:52,59,1,3,29
472,3,FAILED,2025-01-21 16:58:27,2025-01-21 17:00:56,43,4,5,37
473,7,RUNNING,2025-04-19 13:07:23,2025-04-19 13:14:25,9,2,2,44
474,15,CANCELLED,2025-08-08 22:21:50,2025-08-08 22:23:27,96,3,1,9
475,9,COMPLETED,2025-03-29 18:17:01,2025-03-29 18:20:39,92,2,3,86
476,7,PENDING,2025-03-29 13:08:06,2025-03-29 13:12:29,26,1,5,58
477,8,FAILED,2025-03-31 17:31:16,2025-03-31 17:32:13,57,3,7,73
478,7,RUNNING,2025-03-22 08:34:13,2025-03-22 08:38:32,89,2,1,4
479,13,CANCELLED,2025-07-27 23:30:53,2025-07-27 23:36:56,53,1,8,49
480,15,COMPLETED,2025-08-21 05:27:31,2025-08-21 05:33:28,72,3,5,93
481,11,PENDING,2025-05-03 18:06:56,2025-05-03 18:13:26,54,2,4,82
482,12,RUNNING,2025-05-31 14:01:19,2025-05-31 14:01:56,20,1,2,85
483,2,CANCELLED,2025-01-22 21:06:45,2025-01-22 21:10:07,83,2,8,74
484,13,FAILED,2025-06-02 22:53:20,2025-06-02 22:58:13,7,3,5,57
485,9,COMPLETED,2025-07-01 11:47:39,2025-07-01 11:55:32,55,2,5,64
486,14,COMPLETED,2025-08-22 04:13:15,2025-08-22 04:15:56,51,3,6,42
487,3,RUNNING,2025-04-14 19:26:53,2025-04-14 19:33:55,31,1,7,100
488,7,CANCELLED,2025-05-06 03:20:32,2025-05-06 03:23:24,58,3,2,11
489,2,FAILED,2025-02-03 03:27:40,2025-02-03 03:33:19,28,1,1,43
490,6,PENDING,2025-03-11 00:20:34,2025-03-11 00:22:12,85,3,7,7
491,5,PENDING,2025-03-23 13:19:12,2025-03-23 13:20:14,100,2,7,91
492,15,FAILED,2025-08-08 03:57:59,2025-08-08 04:00:34,82,3,1,22
493,15,RUNNING,2025-09-01 00:30:59,2025-09-01 00:34:56,16,3,2,50
494,6,CANCELLED,2025-04-17 21:02:10,2025-04-17 21:02:23,8,1,2,26
495,15,COMPLETED,2025-08-21 01:41:32,2025-08-21 01:49:17,77,4,7,2
496,4,PENDING,2025-02-15 01:00:59,2025-02-15 01:05:37,60,4,6,79
497,1,FAILED,2025-01-31 04:46:27,2025-01-31 04:46:36,24,2,3,38
498,7,RUNNING,2025-04-22 05:29:31,2025-04-22 05:32:26,93,2,3,90
499,1,CANCELLED,2025-02-17 07:09:53,2025-02-17 07:13:42,3,4,6,12
500,1,COMPLETED,2025-01-09 22:15:50,2025-01-09 22:18:42,99,1,4,72
501,15,CANCELLED,2025-08-29 15:38:58,2025-08-29 15:41:11,4,2,3,72
502,11,PENDING,2025-06-17 22:33:58,2025-06-17 22:37:41,80,1,8,14
503,6,COMPLETED,2025-03-31 12:23:36,2025-03-31 12:31:33,20,2,5,98
504,5,FAILED,2025-02-28 00:46:11,2025-02-28 00:47:24,55,3,6,62
505,15,RUNNING,2025-08-31 11:38:36,2025-08-31 11:43:38,96,1,1,16
506,5,PENDING,2025-05-17 23:19:32,2025-05-17 23:26:57,36,3,5,94
507,13,RUNNING,2025-07-28 13:44:44,2025-07-28 13:52:28,14,2,4,42
508,6,CANCELLED,2025-03-08 17:44:45,2025-03-08 17:45:52,64,4,4,49
509,12,FAILED,2025-07-10 09:31:49,2025-07-10 09:37:37,51,1,8,91
510,5,COMPLETED,2025-03-16 09:58:45,2025-03-16 10:03:08,37,1,3,48
511,12,PENDING,2025-06-06 16:52:22,2025-06-06 16:59:32,100,1,2,27
512,1,COMPLETED,2025-01-12 21:31:04,2025-01-12 21:33:00,40,4,2,99
513,1,RUNNING,2025-02-16 14:20:05,2025-02-16 14:25:46,63,4,6,60
514,1,FAILED,2025-01-09 03:57:37,2025-01-09 04:01:00,11,2,5,30
515,10,CANCELLED,2025-06-19 10:07:05,2025-06-19 10:08:19,31,4,3,50
516,2,COMPLETED,2025-01-15 08:48:49,2025-01-15 08:50:01,93,3,1,23
517,2,PENDING,2025-02-26 02:27:12,2025-02-26 02:34:12,35,2,3,96
518,11,RUNNING,2025-06-18 23:49:00,2025-06-18 23:54:57,8,2,5,58
519,12,CANCELLED,2025-05-27 12:40:12,2025-05-27 12:41:32,84,3,6,24
520,6,FAILED,2025-03-29 12:31:18,2025-03-29 12:34:31,50,3,8,54
521,13,FAILED,2025-07-07 01:20:49,2025-07-07 01:28:06,79,3,8,22
522,15,RUNNING,2025-08-20 00:42:12,2025-08-20 00:42:16,52,4,2,18
523,10,CANCELLED,2025-07-27 05:46:35,2025-07-27 05:53:49,12,2,6,95
524,10,COMPLETED,2025-04-25 12:37:03,2025-04-25 12:43:42,29,2,1,74
525,15,PENDING,2025-08-30 01:32:55,2025-08-30 01:40:49,77,2,5,77
526,3,PENDING,2025-01-22 02:12:17,2025-01-22 02:20:04,65,3,6,40
527,13,FAILED,2025-08-09 21:48:57,2025-08-09 21:50:07,54,3,1,66
528,6,RUNNING,2025-03-22 22:40:57,2025-03-22 22:43:33,91,4,7,67
529,12,CANCELLED,2025-08-09 17:45:04,2025-08-09 17:46:29,60,3,4,70
530,10,COMPLETED,2025-07-04 04:32:42,2025-07-04 04:39:22,10,1,4,59
531,10,COMPLETED,2025-08-01 18:37:23,2025-08-01 18:42:22,87,1,7,32
532,14,PENDING,2025-06-12 19:19:36,2025-06-12 19:24:03,56,1,3,35
533,1,RUNNING,2025-02-03 19:13:11,2025-02-03 19:18:18,17,4,7,75
534,13,CANCELLED,2025-07-28 17:22:48,2025-07-28 17:25:03,81,1,3,64
535,9,FAILED,2025-06-08 15:23:00,2025-06-08 15:29:47,18,3,4,41
536,12,COMPLETED,2025-07-21 01:36:06,2025-07-21 01:39:16,38,1,8,84
537,4,RUNNING,2025-03-05 21:07:30,2025-03-05 21:13:36,57,1,4,6
538,1,FAILED,2025-03-04 18:19:27,2025-03-04 18:21:16,1,2,7,100
539,8,CANCELLED,2025-05-10 09:54:29,2025-05-10 09:55:16,66,2,2,31
540,4,PENDING,2025-02-20 00:30:30,2025-02-20 00:37:42,26,1,5,87
541,7,COMPLETED,2025-04-15 14:03:35,2025-04-15 14:04:27,58,2,4,37
542,1,PENDING,2025-01-05 21:42:15,2025-01-05 21:50:12,5,1,2,80
543,4,FAILED,2025-03-15 22:40:50,2025-03-15 22:43:18,33,4,2,45
544,8,RUNNING,2025-06-14 14:36:04,2025-06-14 14:39:32,23,4,2,88
545,15,CANCELLED,2025-08-27 12:05:08,2025-08-27 12:08:58,24,1,5,15
546,14,CANCELLED,2025-08-25 14:17:37,2025-08-25 14:20:44,41,2,8,39
547,4,FAILED,2025-03-02 16:07:16,2025-03-02 16:08:24,19,3,5,7
548,14,PENDING,2025-07-31 04:35:41,2025-07-31 04:41:55,39,2,7,86
549,12,COMPLETED,2025-07-01 00:28:49,2025-07-01 00:35:39,13,3,6,65
550,7,RUNNING,2025-04-03 08:24:14,2025-04-03 08:30:08,67,2,7,8
551,13,PENDING,2025-07-15 23:33:57,2025-07-15 23:34:14,83,4,4,56
552,15,RUNNING,2025-07-24 14:12:40,2025-07-24 14:19:30,28,4,7,76
553,1,CANCELLED,2025-01-17 13:13:17,2025-01-17 13:20:47,95,2,4,25
554,15,FAILED,2025-08-16 16:03:06,2025-08-16 16:08:19,73,3,3,28
555,14,COMPLETED,2025-07-06 06:42:28,2025-07-06 06:42:35,69,3,3,90
556,14,CANCELLED,2025-08-04 03:20:08,2025-08-04 03:27:26,74,3,5,89
557,7,PENDING,2025-04-15 03:38:48,2025-04-15 03:45:32,89,1,5,85
558,13,COMPLETED,2025-07-26 04:00:42,2025-07-26 04:06:24,94,3,6,11
559,11,FAILED,2025-07-16 02:30:44,2025-07-16 02:34:35,9,1,6,38
560,3,RUNNING,2025-01-24 14:35:13,2025-01-24 14:39:11,3,2,1,4
561,11,COMPLETED,2025-06-03 23:15:45,2025-06-03 23:17:09,47,1,7,79
562,6,PENDING,2025-03-05 07:15:52,2025-03-05 07:17:08,72,1,4,5
563,13,RUNNING,2025-07-27 03:57:11,2025-07-27 03:59:54,22,2,3,19
564,7,CANCELLED,2025-03-18 01:00:23,2025-03-18 01:08:20,71,3,1,73
565,6,FAILED,2025-05-04 11:31:38,2025-05-04 11:38:59,49,4,2,93
566,11,CANCELLED,2025-03-23 11:35:26,2025-03-23 11:40:28,25,1,6,29
567,2,FAILED,2025-03-13 03:19:48,2025-03-13 03:21:18,44,2,8,44
568,5,COMPLETED,2025-04-21 07:02:05,2025-04-21 07:07:00,70,1,1,21
569,1,PENDING,2025-01-31 11:01:34,2025-01-31 11:02:55,43,4,3,17
570,7,RUNNING,2025-05-21 21:52:24,2025-05-21 21:53:52,85,3,8,9
571,10,PENDING,2025-05-29 10:01:35,2025-05-29 10:03:57,88,2,8,78
572,14,RUNNING,2025-08-09 16:11:55,2025-08-09 16:15:32,82,1,8,43
573,7,CANCELLED,2025-05-06 05:49:27,2025-05-06 05:55:52,62,3,1,26
574,4,FAILED,2025-05-01 18:54:32,2025-05-01 18:59:02,34,3,2,61
575,6,COMPLETED,2025-05-19 02:54:06,2025-05-19 03:01:57,6,2,7,81
576,9,RUNNING,2025-05-16 10:44:37,2025-05-16 10:45:15,32,3,6,2
577,3,CANCELLED,2025-01-16 08:11:29,2025-01-16 08:12:19,2,3,8,3
578,7,COMPLETED,2025-05-02 09:52:15,2025-05-02 09:55:38,59,1,4,46
579,7,PENDING,2025-04-14 05:56:50,2025-04-14 06:02:02,76,4,4,20
580,11,FAILED,2025-07-10 01:55:15,2025-07-10 01:59:02,75,1,1,36
581,7,RUNNING,2025-06-11 16:32:40,2025-06-11 16:38:28,99,1,3,1
582,2,CANCELLED,2025-01-26 22:03:21,2025-01-26 22:04:39,97,4,2,47
583,7,FAILED,2025-04-11 02:29:49,2025-04-11 02:37:40,42,2,5,55
584,2,PENDING,2025-01-22 00:29:48,2025-01-22 00:32:05,27,3,6,83
585,3,COMPLETED,2025-02-07 03:28:07,2025-02-07 03:35:27,86,3,6,68
586,3,FAILED,2025-01-28 23:20:25,2025-01-28 23:22:19,98,4,5,33
587,5,PENDING,2025-02-19 12:22:27,2025-02-19 12:28:02,46,2,4,10
588,7,COMPLETED,2025-04-06 15:28:09,2025-04-06 15:34:55,30,4,7,71
589,5,RUNNING,2025-03-18 14:29:51,2025-03-18 14:36:05,45,1,3,92
590,1,CANCELLED,2025-01-25 11:39:17,2025-01-25 11:47:13,16,2,4,13
591,8,COMPLETED,2025-05-23 14:26:32,2025-05-23 14:29:31,7,1,1,69
592,4,PENDING,2025-03-03 19:45:53,2025-03-03 19:53:11,15,1,3,82
593,7,RUNNING,2025-05-10 20:56:18,2025-05-10 20:58:56,90,1,2,97
594,10,CANCELLED,2025-05-24 15:14:57,2025-05-24 15:22:15,61,2,3,57
595,1,FAILED,2025-01-05 10:17:06,2025-01-05 10:23:02,68,2,2,51
596,15,PENDING,2025-08-30 07:30:48,2025-08-30 07:34:40,48,3,7,63
597,11,FAILED,2025-06-20 16:05:19,2025-06-20 16:07:36,53,3,6,34
598,11,RUNNING,2025-07-02 14:10:35,2025-07-02 14:11:43,21,2,7,53
599,2,CANCELLED,2025-01-07 11:24:31,2025-01-07 11:31:19,78,4,5,52
600,10,COMPLETED,2025-05-10 10:24:43,2025-05-10 10:24:56,92,4,5,12
601,4,PENDING,2025-03-05 10:08:50,2025-03-05 10:14:05,62,1,2,56
602,10,RUNNING,2025-05-06 21:20:18,2025-05-06 21:26:16,40,2,6,7
603,1,CANCELLED,2025-02-09 16:38:48,2025-02-09 16:39:46,91,3,7,95
604,9,FAILED,2025-06-21 14:09:16,2025-06-21 14:13:30,8,2,6,62
605,10,COMPLETED,2025-05-25 01:45:21,2025-05-25 01:47:20,38,4,4,33
606,8,CANCELLED,2025-05-30 09:57:27,2025-05-30 09:57:55,29,3,8,70
607,8,PENDING,2025-03-27 09:48:03,2025-03-27 09:55:56,65,2,1,4
608,8,COMPLETED,2025-03-31 05:16:49,2025-03-31 05:21:49,44,3,3,82
609,11,FAILED,2025-07-29 18:19:22,2025-07-29 18:25:19,30,2,3,59
610,14,RUNNING,2025-08-04 21:37:10,2025-08-04 21:44:12,96,3,4,34
611,6,PENDING,2025-04-04 11:37:41,2025-04-04 11:42:58,59,1,7,72
612,5,COMPLETED,2025-02-23 09:22:58,2025-02-23 09:29:10,46,1,6,87
613,6,RUNNING,2025-05-14 17:57:37,2025-05-14 17:59:00,15,2,8,32
614,6,CANCELLED,2025-04-28 20:24:36,2025-04-28 20:25:03,45,4,4,21
615,15,FAILED,2025-08-30 11:23:07,2025-08-30 11:27:36,42,1,1,11
616,10,COMPLETED,2025-07-12 22:30:36,2025-07-12 22:31:52,66,1,4,38
617,5,PENDING,2025-02-03 12:38:16,2025-02-03 12:45:43,55,2,2,63
618,12,RUNNING,2025-08-11 20:47:48,2025-08-11 20:54:06,98,2,3,23
619,3,CANCELLED,2025-03-11 13:14:42,2025-03-11 13:19:31,81,4,5,88
620,15,FAILED,2025-08-25 00:23:09,2025-08-25 00:29:38,2,2,2,10
621,3,CANCELLED,2025-03-01 00:28:02,2025-03-01 00:28:57,24,1,5,42
622,3,FAILED,2025-02-23 01:50:47,2025-02-23 01:52:08,23,3,8,15
623,7,PENDING,2025-05-31 22:03:24,2025-05-31 22:11:23,16,1,7,61
624,14,COMPLETED,2025-07-11 08:55:25,2025-07-11 09:00:19,99,4,5,27
625,15,RUNNING,2025-08-03 04:34:51,2025-08-03 04:37:59,74,3,5,12
626,7,RUNNING,2025-04-12 22:57:12,2025-04-12 23:00:06,54,4,7,54
627,10,CANCELLED,2025-07-01 14:21:22,2025-07-01 14:25:30,10,1,2,26
628,8,COMPLETED,2025-07-01 01:59:03,2025-07-01 02:02:33,92,3,6,64
629,5,PENDING,2025-03-31 02:10:23,2025-03-31 02:11:41,93,1,1,76
630,12,FAILED,2025-06-21 07:01:31,2025-06-21 07:09:05,39,3,3,90
631,15,PENDING,2025-09-01 11:13:27,2025-09-01 11:13:33,22,3,4,37
632,13,RUNNING,2025-08-04 00:23:27,2025-08-04 00:26:38,12,1,8,31
