nombre_metrica,split,id_run,valor
f1,train,1337,0.69
accuracy,test,1337,0.83
accuracy,train,1338,0.92
recall,test,1338,0.91
f1,train,1338,0.8
f1,train,1339,0.85
precision,train,1339,0.68
recall,test,1339,0.71
f1,train,134,0.71
auc_roc,val,134,0.56
recall,val,134,0.92
auc_roc,train,1340,0.97
log_loss,val,1340,0.29
f1,train,1341,0.96
log_loss,train,1341,0.64
precision,val,1341,0.85
auc_roc,val,1342,0.98
recall,train,1342,0.75
recall,val,1342,0.97
accuracy,test,1343,0.96
accuracy,train,1343,0.8
recall,test,1343,0.73
accuracy,train,1344,0.92
log_loss,train,1344,0.15
precision,train,1344,0.72
auc_roc,val,1345,0.82
f1,test,1345,0.73
recall,train,1346,0.73
f1,train,1346,0.71
precision,train,1346,0.65
recall,test,1347,0.67
f1,test,1347,0.9
recall,train,1347,0.75
f1,test,1348,0.82
auc_roc,val,1348,0.73
recall,train,1348,0.68
recall,val,1349,0.69
recall,train,1349,0.78
precision,train,1349,0.89
precision,val,135,0.71
recall,train,135,0.6
auc_roc,test,1350,0.82
precision,val,1350,0.86
accuracy,train,1350,0.85
auc_roc,val,1351,0.53
precision,train,1351,0.86
recall,train,1351,0.8
f1,train,1352,0.64
recall,train,1352,0.7
accuracy,train,1352,0.87
precision,val,1353,0.87
precision,train,1353,0.91
f1,val,1353,0.93
log_loss,test,1354,1.23
f1,val,1354,0.87
f1,test,1354,0.81
auc_roc,train,1355,0.64
precision,test,1355,0.86
accuracy,val,1355,0.94
auc_roc,val,1356,0.85
auc_roc,train,1356,0.93
f1,test,1357,0.74
recall,train,1357,0.74
log_loss,test,1358,0.61
f1,val,1358,0.6
auc_roc,train,1358,0.56
accuracy,test,1359,0.94
precision,test,1359,0.76
recall,test,1359,0.93
recall,val,136,0.63
log_loss,val,136,0.62
accuracy,val,136,0.9
f1,test,1360,0.86
f1,train,1360,0.89
auc_roc,val,1360,0.72
f1,test,1361,0.72
precision,train,1361,0.67
f1,train,1361,0.62
auc_roc,train,1362,0.65
auc_roc,test,1362,0.9
log_loss,val,1362,1.28
log_loss,test,1363,0.32
auc_roc,train,1363,0.79
precision,train,1363,0.86
recall,train,1364,0.96
recall,test,1364,0.66
f1,train,1364,0.7
recall,val,1365,0.64
log_loss,test,1365,0.26
accuracy,train,1365,0.92
log_loss,val,1366,0.39
accuracy,train,1366,0.98
log_loss,train,1366,1.37
f1,train,1367,0.98
auc_roc,train,1367,0.76
accuracy,test,1367,0.86
f1,train,1368,0.81
auc_roc,test,1368,0.72
accuracy,test,1368,0.92
auc_roc,train,1369,0.5
f1,test,1369,0.91
accuracy,train,1369,0.98
precision,test,137,0.85
precision,train,137,0.66
log_loss,train,137,1.35
precision,val,1370,0.68
precision,train,1370,0.95
f1,val,1370,0.8
accuracy,train,1371,0.89
recall,train,1371,0.61
log_loss,train,1371,0.99
precision,train,1372,0.62
f1,train,1372,0.6
auc_roc,train,1372,0.65
f1,train,1373,0.61
accuracy,test,1373,0.91
accuracy,train,1373,0.91
precision,train,1374,0.78
accuracy,train,1374,0.89
log_loss,test,1374,0.82
f1,train,1375,0.79
precision,train,1375,0.78
accuracy,test,1375,0.87
precision,train,1376,0.92
log_loss,val,1376,1.33
auc_roc,val,1376,0.72
log_loss,val,1377,1.06
precision,val,1377,0.63
f1,train,1377,0.85
recall,val,1378,0.89
f1,train,1378,0.62
recall,train,1378,0.87
recall,train,1379,0.75
auc_roc,train,1379,0.93
recall,test,138,0.66
f1,train,138,0.92
accuracy,val,1380,0.94
recall,train,1380,0.89
auc_roc,train,1380,0.85
auc_roc,test,1381,0.96
recall,test,1381,0.82
accuracy,train,1381,0.86
recall,test,1382,0.6
auc_roc,train,1382,0.84
precision,train,1382,0.94
accuracy,test,1383,0.94
auc_roc,val,1383,0.92
f1,train,1383,0.81
accuracy,train,1384,0.81
recall,test,1384,0.83
precision,train,1384,0.61
log_loss,val,1385,0.44
f1,test,1385,0.87
accuracy,test,1386,0.95
precision,test,1386,0.65
precision,train,1386,0.84
auc_roc,train,1387,0.87
precision,val,1387,0.92
f1,train,1387,0.78
log_loss,train,1388,0.74
precision,val,1388,0.88
accuracy,val,1388,0.98
precision,val,1389,0.95
auc_roc,train,1389,0.73
log_loss,test,1389,0.21
accuracy,test,139,0.97
log_loss,val,139,1.17
precision,train,139,0.98
log_loss,train,1390,0.9
auc_roc,train,1390,0.97
log_loss,val,1390,0.43
precision,train,1391,0.61
log_loss,val,1391,0.11
accuracy,test,1391,0.88
precision,train,1392,0.97
recall,test,1392,0.84
recall,train,1392,0.81
auc_roc,train,1393,0.75
log_loss,train,1393,1.11
precision,train,1393,0.91
precision,val,1394,0.94
recall,test,1394,0.98
f1,val,1394,0.88
accuracy,train,1395,0.93
precision,train,1395,0.93
f1,test,1396,0.77
precision,train,1396,0.98
auc_roc,train,1396,0.71
f1,test,1397,0.8
log_loss,train,1397,1.31
log_loss,test,1397,0.43
recall,train,1398,0.75
log_loss,train,1398,1.16
precision,val,1398,0.75
accuracy,train,1399,0.97
log_loss,test,1399,0.38
recall,val,1399,0.78
log_loss,test,14,0.73
precision,val,14,0.85
auc_roc,val,14,0.71
precision,train,140,0.65
recall,val,140,0.66
f1,test,140,0.63
auc_roc,val,1400,0.58
accuracy,test,1400,0.97
accuracy,train,1400,0.86
auc_roc,test,1401,0.96
log_loss,train,1401,1.43
f1,train,1401,0.78
accuracy,train,1402,0.96
accuracy,val,1402,0.95
auc_roc,test,1402,0.98
f1,val,1403,0.75
log_loss,val,1403,0.72
log_loss,test,1403,0.47
log_loss,val,1404,1.2
log_loss,test,1404,0.23
recall,test,1404,0.92
auc_roc,train,1405,0.78
accuracy,val,1405,0.99
log_loss,val,1405,0.19
log_loss,train,1406,0.76
recall,test,1406,0.73
accuracy,train,1406,0.83
f1,val,1407,0.85
recall,train,1407,0.92
f1,test,1407,0.88
f1,train,1408,0.78
auc_roc,val,1408,0.51
log_loss,train,1408,0.52
accuracy,train,1409,0.8
f1,train,1409,0.61
recall,train,1409,0.93
log_loss,val,141,0.26
accuracy,val,141,0.87
log_loss,train,141,1.46
auc_roc,train,1410,0.59
recall,train,1410,0.66
recall,val,1410,0.81
auc_roc,test,1411,0.57
accuracy,val,1411,0.94
f1,train,1412,0.66
log_loss,test,1412,0.72
recall,train,1413,0.93
f1,test,1413,0.93
f1,train,1413,0.74
f1,train,1414,0.96
accuracy,train,1414,0.81
auc_roc,train,1414,0.76
accuracy,train,1415,0.85
auc_roc,val,1415,0.65
f1,train,1416,0.77
log_loss,test,1416,0.8
recall,train,1416,0.77
log_loss,val,1417,1.24
accuracy,train,1417,0.9
recall,train,1417,0.68
auc_roc,val,1418,0.79
log_loss,train,1418,1.23
recall,train,1418,0.94
f1,test,1419,0.82
recall,train,1419,0.69
accuracy,val,1419,0.98
accuracy,train,142,0.94
f1,val,142,0.91
recall,val,1420,0.94
auc_roc,train,1420,0.78
precision,train,1420,0.91
accuracy,test,1421,0.95
log_loss,train,1421,0.16
f1,train,1421,0.62
accuracy,val,1422,0.98
precision,train,1422,0.77
precision,test,1422,0.68
log_loss,test,1423,0.87
precision,train,1423,0.9
recall,train,1423,0.74
accuracy,train,1424,0.8
auc_roc,test,1424,0.63
f1,test,1424,0.91
auc_roc,test,1425,0.72
recall,test,1425,0.61
log_loss,val,1425,0.45
log_loss,val,1426,0.19
f1,val,1426,0.65
recall,train,1426,0.71
recall,test,1427,0.9
log_loss,train,1427,0.05
f1,train,1427,0.88
f1,train,1428,0.83
precision,test,1428,0.84
recall,test,1428,0.67
log_loss,train,1429,1.15
precision,train,1429,0.78
recall,train,1429,0.64
log_loss,test,143,0.12
log_loss,val,143,0.69
precision,train,143,0.61
auc_roc,test,1430,0.82
auc_roc,train,1430,0.88
accuracy,test,1430,0.86
recall,train,1431,0.95
f1,val,1431,0.91
accuracy,test,1431,0.99
log_loss,train,1432,1.42
auc_roc,val,1432,0.76
log_loss,val,1432,0.4
precision,train,1433,0.75
accuracy,val,1433,0.93
precision,val,1433,0.62
auc_roc,train,1434,0.53
precision,train,1434,0.96
log_loss,test,1434,0.22
f1,val,1435,0.65
accuracy,val,1435,0.9
log_loss,test,1435,0.81
accuracy,test,1436,0.92
recall,train,1436,0.84
f1,val,1436,0.93
precision,val,1437,0.76
auc_roc,val,1437,0.92
f1,train,1437,0.84
log_loss,val,1438,1.32
log_loss,test,1438,0.4
f1,test,1438,0.87
log_loss,train,1439,1.03
precision,train,1439,0.64
precision,test,1439,0.98
recall,train,144,0.97
log_loss,train,144,1.35
auc_roc,val,144,0.84
accuracy,train,1440,0.97
auc_roc,train,1440,0.58
recall,train,1440,0.77
f1,train,1441,0.69
f1,val,1441,0.69
f1,test,1441,0.74
f1,val,1442,0.66
f1,train,1442,0.77
precision,train,1442,0.74
precision,train,1443,0.81
f1,train,1443,0.65
accuracy,train,1444,0.89
recall,train,1444,0.66
f1,test,1445,0.61
auc_roc,train,1445,0.56
log_loss,test,1445,0.3
precision,test,1446,0.83
auc_roc,test,1446,0.91
auc_roc,train,1446,0.83
recall,train,1447,0.81
accuracy,train,1447,0.87
auc_roc,test,1447,0.84
auc_roc,val,1448,0.65
log_loss,train,1448,0.73
auc_roc,train,1449,0.53
accuracy,train,1449,0.85
log_loss,train,1449,0.56
recall,train,145,0.96
accuracy,train,145,0.8
accuracy,test,145,0.82
accuracy,val,1450,0.87
f1,test,1450,0.69
auc_roc,train,1450,0.65
recall,test,1451,0.85
recall,val,1451,0.65
precision,test,1451,0.92
auc_roc,test,1452,0.6
log_loss,train,1452,0.58
precision,val,1452,0.65
accuracy,train,1453,0.96
log_loss,train,1453,1.41
auc_roc,train,1453,0.64
recall,test,1454,0.97
auc_roc,train,1454,0.62
auc_roc,test,1454,0.73
auc_roc,val,1455,0.77
accuracy,train,1455,0.85
accuracy,test,1455,0.89
precision,train,1456,0.74
auc_roc,train,1456,0.53
f1,train,1456,0.62
f1,test,1457,0.77
precision,val,1457,0.73
log_loss,test,1457,0.69
auc_roc,val,1458,0.54
f1,test,1458,0.94
accuracy,train,1458,0.89
f1,train,1459,0.61
accuracy,train,1459,0.93
log_loss,train,1459,1.15
precision,test,146,0.9
auc_roc,test,146,0.6
f1,test,146,0.78
auc_roc,test,1460,0.71
precision,train,1460,0.73
precision,val,1460,0.75
log_loss,test,1461,1.24
f1,train,1461,0.93
log_loss,train,1461,0.92
f1,test,1462,0.82
accuracy,val,1462,0.95
auc_roc,val,1462,0.72
precision,val,1463,0.88
recall,val,1463,0.76
recall,val,1464,0.92
log_loss,train,1464,0.33
recall,train,1465,0.89
auc_roc,test,1465,0.53
precision,train,1465,0.6
accuracy,train,1466,0.86
precision,test,1466,0.72
recall,test,1466,0.63
accuracy,train,1467,0.96
recall,test,1467,0.77
log_loss,test,1467,0.39
precision,val,1468,0.64
precision,test,1468,0.62
log_loss,test,1468,0.91
accuracy,train,1469,0.94
log_loss,train,1469,1.15
accuracy,test,1469,0.84
accuracy,val,147,0.9
accuracy,test,147,0.9
precision,test,147,0.67
f1,train,1470,0.74
recall,val,1470,0.79
precision,train,1470,0.98
accuracy,test,1471,0.86
f1,train,1471,0.66
auc_roc,train,1471,0.72
accuracy,test,1472,0.94
auc_roc,val,1472,0.66
f1,train,1472,0.69
auc_roc,train,1473,0.92
precision,train,1473,0.7
auc_roc,train,1474,0.73
f1,val,1474,0.72
auc_roc,test,1474,0.92
accuracy,train,1475,0.85
f1,val,1475,0.75
f1,test,1475,0.98
accuracy,val,1476,0.94
auc_roc,val,1476,0.52
precision,train,1476,0.64
log_loss,test,1477,0.15
auc_roc,train,1477,0.89
precision,test,1478,0.87
log_loss,train,1478,1.13
accuracy,test,1478,0.85
accuracy,train,1479,0.96
f1,train,1479,0.87
precision,test,1479,0.95
f1,test,148,0.97
auc_roc,val,148,0.5
accuracy,train,148,0.97
precision,val,1480,0.93
accuracy,test,1480,0.88
auc_roc,train,1480,0.9
log_loss,val,1481,0.66
accuracy,train,1481,0.81
auc_roc,test,1481,0.85
accuracy,test,1482,0.81
log_loss,train,1482,0.81
f1,test,1482,0.94
recall,val,1483,0.9
auc_roc,val,1483,0.98
log_loss,test,1483,1.27
precision,val,1484,0.79
recall,val,1484,0.63
recall,train,1484,0.98
auc_roc,test,1485,0.91
recall,val,1485,0.79
precision,train,1485,0.6
recall,train,1486,0.6
log_loss,val,1486,1.01
accuracy,train,1486,0.97
log_loss,test,1487,1.21
auc_roc,val,1487,0.56
recall,train,1487,0.7
f1,train,1488,0.66
accuracy,train,1488,0.98
log_loss,test,1489,0.18
accuracy,test,1489,0.98
auc_roc,val,149,0.56
log_loss,test,149,0.85
f1,test,149,0.79
f1,test,1490,0.78
recall,train,1490,0.88
precision,val,1490,0.78
auc_roc,train,1491,0.91
precision,test,1491,0.98
log_loss,train,1491,1.33
accuracy,val,1492,0.82
log_loss,val,1492,1.09
f1,val,1492,0.84
accuracy,train,1493,0.82
auc_roc,test,1493,0.67
f1,train,1493,0.85
f1,test,1494,0.64
accuracy,val,1494,0.82
accuracy,train,1494,0.85
recall,train,1495,0.75
f1,val,1496,0.66
recall,train,1496,0.97
f1,test,1496,0.75
accuracy,test,1497,0.98
auc_roc,val,1497,0.8
accuracy,train,1497,0.85
log_loss,train,1498,0.12
accuracy,train,1498,0.81
log_loss,test,1498,1.43
recall,val,1499,0.62
log_loss,train,1499,0.05
f1,train,1499,0.93
accuracy,val,15,0.94
f1,train,15,0.78
accuracy,train,15,0.91
recall,test,150,0.67
accuracy,test,150,0.81
precision,train,1500,0.65
f1,train,1500,0.95
recall,test,151,0.69
f1,test,151,0.71
precision,val,151,0.77
precision,val,152,0.98
auc_roc,val,152,0.63
recall,train,152,0.61
accuracy,test,153,0.85
accuracy,val,153,0.95
auc_roc,test,154,0.93
auc_roc,train,154,0.52
log_loss,train,154,0.79
precision,test,155,0.83
accuracy,test,155,0.86
accuracy,val,155,0.81
precision,train,156,0.67
log_loss,val,156,0.35
auc_roc,train,157,0.76
accuracy,val,157,0.97
precision,train,158,0.87
accuracy,test,158,0.89
f1,test,159,0.69
auc_roc,val,159,0.65
recall,train,16,0.89
log_loss,val,16,0.13
precision,train,16,0.79
recall,train,160,0.84
log_loss,test,160,1.2
accuracy,val,160,0.99
precision,val,161,0.78
log_loss,train,161,1.47
precision,test,162,0.72
accuracy,train,162,0.93
accuracy,test,162,0.97
precision,train,163,0.7
auc_roc,train,163,0.92
accuracy,test,163,0.98
recall,train,164,0.66
precision,test,164,0.69
f1,val,164,0.79
accuracy,train,165,0.92
auc_roc,test,165,0.63
precision,train,165,0.97
accuracy,val,166,0.87
log_loss,test,166,1.11
precision,val,166,0.64
auc_roc,train,167,0.84
log_loss,val,167,1.26
log_loss,train,167,0.19
auc_roc,test,168,0.81
precision,test,168,0.93
recall,val,168,0.63
accuracy,val,169,0.85
auc_roc,train,169,0.9
f1,train,17,0.83
f1,val,17,0.85
recall,test,17,0.86
accuracy,test,170,0.98
f1,val,170,0.89
recall,train,171,0.72
precision,train,171,0.81
accuracy,val,171,0.95
accuracy,test,172,0.97
precision,val,172,0.71
f1,train,172,0.68
log_loss,train,173,0.43
recall,test,173,0.74
recall,train,173,0.74
f1,val,174,0.73
recall,test,174,0.81
accuracy,val,174,0.95
auc_roc,test,175,0.88
auc_roc,val,175,0.67
log_loss,test,175,1.18
recall,val,176,0.92
auc_roc,val,176,0.91
accuracy,train,176,0.94
precision,train,177,0.97
precision,test,177,0.94
auc_roc,train,177,0.71
auc_roc,train,178,0.72
precision,val,178,0.67
accuracy,val,178,0.88
recall,val,179,0.95
precision,train,179,0.88
accuracy,train,179,0.8
log_loss,test,18,1.41
precision,train,18,0.61
accuracy,train,180,0.84
precision,val,180,0.66
accuracy,val,180,0.92
log_loss,train,181,1.38
recall,train,181,0.77
precision,test,181,0.69
log_loss,val,182,1.35
f1,train,182,0.61
recall,train,182,0.97
log_loss,train,183,1.49
precision,test,183,0.93
recall,test,184,0.85
recall,train,184,0.75
auc_roc,train,185,0.92
accuracy,test,185,0.89
precision,test,185,0.7
log_loss,test,186,0.42
recall,val,186,0.67
precision,train,186,0.95
precision,test,187,0.8
log_loss,test,187,0.43
precision,train,187,0.86
precision,train,188,0.63
f1,val,188,0.79
log_loss,train,188,0.72
recall,train,189,0.74
f1,test,189,0.79
auc_roc,test,189,0.58
accuracy,val,19,0.94
accuracy,test,19,0.97
accuracy,train,19,0.91
recall,val,190,0.8
f1,train,190,0.72
log_loss,train,190,0.09
f1,val,191,0.75
auc_roc,test,191,0.79
log_loss,train,191,1.05
accuracy,train,192,0.89
auc_roc,train,192,0.97
precision,test,192,0.9
f1,train,193,0.66
auc_roc,test,193,0.82
recall,test,193,0.83
recall,train,194,0.88
log_loss,train,194,0.17
auc_roc,train,194,0.89
log_loss,val,195,1.01
recall,train,195,0.67
accuracy,test,195,0.86
auc_roc,train,196,0.98
accuracy,val,196,0.8
f1,test,196,0.77
auc_roc,train,197,0.97
f1,test,197,0.81
accuracy,train,197,0.99
precision,test,198,0.91
accuracy,val,198,0.9
auc_roc,test,198,0.96
precision,train,199,0.66
recall,train,199,0.78
f1,train,199,0.89
f1,train,2,0.6
precision,train,2,0.67
accuracy,val,2,0.96
log_loss,test,20,0.49
accuracy,train,20,0.98
recall,train,20,0.77
auc_roc,test,200,0.56
precision,train,200,0.91
log_loss,val,200,0.45
recall,train,201,0.63
f1,test,201,0.77
auc_roc,test,201,0.9
log_loss,test,202,1.2
accuracy,train,202,0.82
accuracy,val,202,0.81
recall,train,203,0.96
log_loss,val,203,0.16
log_loss,train,203,0.35
precision,train,204,0.9
log_loss,val,204,0.88
log_loss,test,204,0.45
log_loss,test,205,1.22
f1,train,205,0.62
auc_roc,train,205,0.88
f1,train,206,0.65
accuracy,train,206,0.93
precision,val,207,0.86
log_loss,val,207,1.45
f1,train,207,0.63
precision,test,208,0.8
log_loss,val,208,1.43
f1,train,208,0.64
recall,train,209,0.92
precision,train,209,0.87
precision,train,21,0.69
auc_roc,train,21,0.88
accuracy,train,21,0.92
auc_roc,train,210,0.52
f1,test,210,0.78
precision,train,210,0.93
precision,test,211,0.61
f1,train,211,0.77
accuracy,test,211,0.94
accuracy,test,212,0.97
log_loss,test,212,0.19
auc_roc,test,212,0.81
accuracy,train,213,0.83
log_loss,test,213,0.64
accuracy,val,214,0.95
accuracy,train,214,0.97
log_loss,train,214,0.52
recall,test,215,0.76
recall,val,215,0.74
f1,val,216,0.95
recall,train,216,0.61
precision,train,216,0.9
log_loss,val,217,1.08
f1,train,217,0.94
recall,test,217,0.9
f1,val,218,0.64
recall,train,218,0.76
precision,train,218,0.74
log_loss,train,219,1.39
f1,train,219,0.75
accuracy,test,219,0.81
precision,val,22,0.7
recall,val,22,0.86
auc_roc,test,22,0.81
log_loss,val,220,0.73
f1,train,220,0.85
auc_roc,train,220,0.75
accuracy,train,221,0.84
recall,train,221,0.73
f1,train,221,0.77
log_loss,train,222,0.21
accuracy,train,222,0.87
auc_roc,val,222,0.98
precision,test,223,0.64
log_loss,train,223,0.99
accuracy,test,223,0.93
recall,train,224,0.61
accuracy,train,224,0.8
f1,val,224,0.83
recall,train,225,0.7
log_loss,train,225,0.13
precision,val,225,0.88
accuracy,test,226,0.88
precision,train,226,0.95
recall,train,227,0.64
accuracy,val,227,0.81
recall,train,228,0.6
accuracy,test,228,0.91
precision,test,228,0.8
f1,test,229,0.71
auc_roc,train,229,0.69
precision,test,229,0.6
precision,train,23,0.64
auc_roc,test,23,0.83
f1,train,23,0.86
precision,train,230,0.78
auc_roc,train,230,0.8
accuracy,train,231,0.92
log_loss,train,231,1.38
log_loss,val,232,0.56
recall,val,232,0.85
recall,train,232,0.61
precision,train,233,0.74
f1,val,233,0.64
precision,test,234,0.63
recall,train,234,0.76
accuracy,val,234,0.98
accuracy,train,235,0.98
f1,train,235,0.87
accuracy,test,235,0.88
auc_roc,test,236,0.78
accuracy,val,236,0.84
f1,val,236,0.77
precision,val,237,0.9
f1,train,237,0.89
auc_roc,train,237,0.86
accuracy,train,238,0.87
log_loss,val,238,0.34
auc_roc,train,238,0.81
f1,train,239,0.77
recall,train,239,0.94
recall,test,24,0.69
recall,val,24,0.95
auc_roc,val,24,0.84
auc_roc,train,240,0.8
auc_roc,test,240,0.59
recall,train,240,0.72
f1,train,241,0.78
recall,train,241,0.79
log_loss,val,242,1.48
recall,val,242,0.8
f1,train,243,0.65
recall,train,243,0.63
auc_roc,train,243,0.95
recall,test,244,0.88
f1,test,244,0.78
accuracy,val,244,0.91
log_loss,train,245,0.91
f1,val,245,0.62
f1,test,245,0.95
log_loss,train,246,1.47
accuracy,val,246,0.93
recall,train,246,0.79
accuracy,val,247,0.8
auc_roc,train,247,0.54
recall,test,247,0.79
auc_roc,train,248,0.55
log_loss,val,248,0.32
auc_roc,test,248,0.56
log_loss,train,249,0.3
auc_roc,train,249,0.6
accuracy,val,249,0.95
log_loss,val,25,1.31
recall,val,25,0.66
precision,train,250,0.73
log_loss,val,250,1.3
f1,train,250,0.86
auc_roc,val,251,0.51
precision,val,251,0.63
f1,train,251,0.72
accuracy,test,252,0.8
log_loss,val,252,1.36
log_loss,train,253,0.74
f1,val,253,0.61
auc_roc,train,253,0.85
auc_roc,val,254,0.62
recall,test,254,0.94
precision,test,255,0.63
log_loss,train,255,0.84
log_loss,val,255,0.07
precision,test,256,0.82
recall,test,256,0.81
accuracy,test,256,0.9
accuracy,test,257,0.88
log_loss,test,257,0.64
precision,val,257,0.7
accuracy,train,258,0.96
log_loss,train,258,0.85
precision,train,258,0.76
log_loss,test,259,0.79
log_loss,val,259,1.35
precision,train,259,0.82
log_loss,train,26,0.99
precision,val,26,0.88
accuracy,test,26,0.94
auc_roc,train,260,0.88
log_loss,train,260,0.97
recall,train,260,0.92
precision,train,261,0.62
precision,test,261,0.73
log_loss,train,261,0.1
recall,train,262,0.86
log_loss,val,262,0.77
f1,train,262,0.88
precision,test,263,0.74
accuracy,test,263,0.81
recall,train,264,0.86
accuracy,val,264,0.94
precision,train,265,0.61
auc_roc,test,265,0.54
log_loss,test,265,0.73
accuracy,test,266,0.8
log_loss,val,266,0.9
precision,test,266,0.97
log_loss,val,267,0.8
recall,train,267,0.76
recall,test,267,0.93
recall,test,268,0.65
recall,val,268,0.97
recall,train,268,0.98
f1,val,269,0.8
auc_roc,train,269,0.64
recall,val,269,0.92
accuracy,val,27,0.89
recall,test,27,0.94
precision,train,27,0.63
accuracy,test,270,0.86
f1,train,270,0.74
precision,test,270,0.85
f1,train,271,0.68
accuracy,train,271,0.87
log_loss,train,271,0.36
recall,val,272,0.67
log_loss,train,272,1.13
recall,test,272,0.75
log_loss,test,273,0.95
f1,test,273,0.95
auc_roc,train,273,0.93
recall,test,274,0.98
precision,val,274,0.88
accuracy,val,274,0.85
auc_roc,train,275,0.95
f1,val,275,0.69
accuracy,test,275,0.93
precision,val,276,0.66
f1,train,276,0.75
recall,train,276,0.89
precision,val,277,0.95
log_loss,val,277,1.41
auc_roc,val,277,0.54
f1,val,278,0.61
log_loss,train,278,0.24
recall,val,278,0.98
accuracy,test,279,0.87
log_loss,test,279,0.12
recall,train,279,0.84
log_loss,train,28,0.61
auc_roc,train,28,0.9
recall,val,28,0.84
recall,val,280,0.97
precision,val,281,0.93
accuracy,test,281,0.89
log_loss,train,281,1.15
auc_roc,train,282,0.72
accuracy,val,282,0.9
precision,test,282,0.74
log_loss,test,283,0.85
precision,train,283,0.77
recall,test,283,0.65
auc_roc,test,284,0.52
accuracy,val,284,0.81
recall,train,284,0.8
accuracy,val,285,0.93
recall,train,285,0.68
auc_roc,val,286,0.7
recall,test,286,0.8
accuracy,test,286,0.89
auc_roc,train,287,0.61
auc_roc,test,287,0.88
f1,val,288,0.85
recall,val,288,0.88
f1,test,288,0.74
recall,train,289,0.81
log_loss,test,289,0.21
auc_roc,train,289,0.58
accuracy,val,29,0.8
auc_roc,test,29,0.51
f1,test,29,0.76
log_loss,test,290,0.98
f1,train,290,0.69
log_loss,train,290,1.12
auc_roc,val,291,0.85
log_loss,test,291,1.18
precision,val,291,0.73
accuracy,val,292,0.93
log_loss,train,292,1.37
recall,val,292,0.84
f1,train,293,0.76
auc_roc,train,293,0.79
accuracy,train,293,0.96
accuracy,val,294,0.99
auc_roc,val,294,0.86
log_loss,test,294,1.49
f1,train,295,0.64
auc_roc,val,295,0.65
log_loss,train,295,0.34
precision,train,296,0.78
auc_roc,train,296,0.77
accuracy,test,297,0.86
precision,test,297,0.61
accuracy,train,297,0.87
auc_roc,train,298,0.71
f1,train,298,0.7
precision,train,299,0.75
f1,train,299,0.76
accuracy,train,299,0.89
log_loss,test,3,1.37
precision,val,3,0.79
log_loss,val,3,0.27
recall,train,30,0.98
recall,val,30,0.8
log_loss,val,30,0.76
auc_roc,test,300,0.79
recall,train,300,0.65
precision,train,300,0.66
recall,train,301,0.74
auc_roc,train,301,0.7
f1,train,302,0.69
accuracy,train,302,0.89
f1,val,302,0.74
f1,train,303,0.92
f1,val,303,0.93
auc_roc,test,303,0.73
log_loss,train,304,0.33
precision,val,304,0.87
f1,train,304,0.75
recall,train,305,0.9
log_loss,test,305,0.93
f1,test,306,0.61
auc_roc,val,306,0.7
log_loss,val,307,0.57
recall,train,307,0.78
f1,val,307,0.63
precision,train,308,0.88
accuracy,test,308,0.95
recall,train,308,0.83
f1,val,309,0.81
precision,test,309,0.72
auc_roc,val,309,0.57
auc_roc,train,31,0.82
f1,test,31,0.9
auc_roc,train,310,0.89
log_loss,test,310,0.85
precision,test,310,0.62
recall,test,311,0.95
auc_roc,val,311,0.87
recall,train,311,0.73
log_loss,train,312,0.56
log_loss,val,312,0.62
precision,train,312,0.68
auc_roc,val,313,0.91
recall,train,313,0.91
recall,test,313,0.92
precision,val,314,0.85
accuracy,val,314,0.81
log_loss,val,314,0.98
f1,val,315,0.98
auc_roc,test,315,0.61
auc_roc,train,315,0.89
recall,train,316,0.77
accuracy,test,316,0.98
auc_roc,val,317,0.83
log_loss,val,317,1.42
f1,test,317,0.91
f1,train,318,0.77
accuracy,test,318,0.91
auc_roc,val,318,0.69
accuracy,train,319,0.86
recall,test,319,0.78
auc_roc,train,319,0.98
auc_roc,train,32,0.71
accuracy,test,32,0.84
log_loss,val,32,0.73
log_loss,train,320,0.47
auc_roc,val,320,0.81
f1,train,320,0.71
accuracy,test,321,0.97
precision,train,321,0.64
auc_roc,test,321,0.79
log_loss,train,322,0.06
auc_roc,train,322,0.82
auc_roc,val,322,0.82
auc_roc,test,323,0.86
f1,train,323,0.75
accuracy,val,323,0.8
precision,val,324,0.66
auc_roc,train,324,0.95
recall,train,325,0.76
auc_roc,train,325,0.82
f1,val,326,0.7
auc_roc,test,326,0.76
precision,train,326,0.8
f1,val,327,0.77
log_loss,train,327,0.07
log_loss,test,327,0.28
log_loss,train,328,0.69
precision,val,328,0.79
auc_roc,test,328,0.72
f1,test,329,0.77
precision,train,329,0.88
auc_roc,test,329,0.57
recall,train,33,0.81
precision,val,33,0.94
precision,test,33,0.6
log_loss,train,330,0.41
accuracy,train,330,0.98
f1,train,331,0.68
accuracy,train,331,0.83
precision,val,331,0.95
f1,test,332,0.82
auc_roc,train,332,0.91
auc_roc,train,333,0.6
log_loss,test,333,0.51
auc_roc,test,333,0.6
recall,train,334,0.71
auc_roc,train,334,0.93
recall,test,334,0.79
accuracy,train,335,0.94
accuracy,val,335,0.86
f1,train,335,0.93
log_loss,test,336,0.37
accuracy,train,336,0.98
f1,train,336,0.95
recall,train,337,0.92
log_loss,val,337,0.6
accuracy,train,337,0.8
f1,test,338,0.89
recall,val,338,0.91
recall,test,338,0.82
f1,test,339,0.78
auc_roc,train,339,0.81
precision,train,34,0.87
accuracy,train,34,0.93
recall,train,34,0.89
