id_modelo,fecha_creacion,path_artefacto,stage,framework,algoritmo,id_run
464,2024-09-18 07:26:02,/artifacts/run_824/weights.h5,Evaluation,LightGBM,Gaussian Mixture,824
472,2024-09-18 07:48:44,/artifacts/run_833/model.joblib,Evaluation,LightGBM,Random Forest,833
482,2024-09-18 08:42:56,/artifacts/run_542/model.pkl,Deployment,LightGBM,XGBoost,542
495,2024-09-18 09:54:51,/artifacts/run_825/model.joblib,Evaluation,LightGBM,LightGBM,825
501,2024-09-18 10:29:17,/artifacts/run_594/model.onnx,Development,LightGBM,Gradient Boosting,594
510,2024-09-18 11:14:26,/artifacts/run_628/model.onnx,Evaluation,LightGBM,Support Vector Machine,628
521,2024-09-18 12:08:20,/artifacts/run_138/model.pkl,Monitoring,LightGBM,LDA,138
530,2024-09-18 12:54:51,/artifacts/run_286/model.pkl,Monitoring,LightGBM,Naive Bayes,286
534,2024-09-18 13:12:29,/artifacts/run_239/model.onnx,Development,LightGBM,CatBoost,239
544,2024-09-18 14:23:31,/artifacts/run_859/model.joblib,Deployment,LightGBM,Support Vector Machine,859
557,2024-09-18 15:31:29,/artifacts/run_995/model.onnx,Evaluation,LightGBM,XGBoost,995
561,2024-09-18 15:54:29,/artifacts/run_706/model.pkl,Deployment,LightGBM,Logistic Regression,706
573,2024-09-18 16:45:53,/artifacts/run_875/weights.h5,Monitoring,LightGBM,Support Vector Machine,875
584,2024-09-18 17:41:30,/artifacts/run_1482/model.joblib,Monitoring,LightGBM,Naive Bayes,1482
594,2024-09-18 18:19:04,/artifacts/run_544/model.joblib,Evaluation,LightGBM,QDA,544
598,2024-09-18 18:39:22,/artifacts/run_515/model.pkl,Deployment,LightGBM,LightGBM,515
611,2024-09-18 19:47:23,/artifacts/run_914/weights.h5,Development,LightGBM,CatBoost,914
613,2024-09-18 20:02:12,/artifacts/run_320/model.pkl,Monitoring,LightGBM,Gradient Boosting,320
622,2024-09-18 20:40:58,/artifacts/run_395/model.joblib,Development,LightGBM,K-Nearest Neighbors,395
632,2024-09-18 21:22:33,/artifacts/run_349/weights.h5,Deployment,LightGBM,Neural Network,349
647,2024-09-18 23:03:54,/artifacts/run_648/model.joblib,Deployment,LightGBM,Gradient Boosting,648
657,2024-09-18 23:59:02,/artifacts/run_88/weights.h5,Deployment,LightGBM,Naive Bayes,88
664,2024-09-19 00:43:21,/artifacts/run_1201/model.joblib,Monitoring,LightGBM,Gaussian Mixture,1201
674,2024-09-19 01:33:34,/artifacts/run_1063/model.pkl,Evaluation,LightGBM,K-Nearest Neighbors,1063
684,2024-09-19 02:35:03,/artifacts/run_957/weights.h5,Deployment,LightGBM,Naive Bayes,957
686,2024-09-19 02:45:11,/artifacts/run_816/model.joblib,Deployment,LightGBM,Gradient Boosting,816
695,2024-09-19 03:30:24,/artifacts/run_1196/weights.h5,Monitoring,LightGBM,KMeans,1196
708,2024-09-19 05:05:02,/artifacts/run_803/model.onnx,Evaluation,LightGBM,XGBoost,803
718,2024-09-19 05:47:14,/artifacts/run_86/model.onnx,Evaluation,LightGBM,CatBoost,86
727,2024-09-19 06:40:46,/artifacts/run_84/model.pkl,Monitoring,LightGBM,XGBoost,84
730,2024-09-19 06:55:54,/artifacts/run_329/model.pkl,Development,LightGBM,Neural Network,329
739,2024-09-19 07:45:14,/artifacts/run_103/model.joblib,Evaluation,LightGBM,LightGBM,103
755,2024-09-19 09:16:05,/artifacts/run_541/model.joblib,Evaluation,LightGBM,QDA,541
761,2024-09-19 09:51:34,/artifacts/run_431/model.joblib,Evaluation,LightGBM,LightGBM,431
770,2024-09-19 10:39:48,/artifacts/run_489/weights.h5,Monitoring,LightGBM,Neural Network,489
781,2024-09-19 11:50:48,/artifacts/run_509/model.joblib,Development,LightGBM,XGBoost,509
786,2024-09-19 12:19:25,/artifacts/run_1188/model.joblib,Evaluation,LightGBM,Decision Tree,1188
797,2024-09-19 13:24:38,/artifacts/run_748/model.onnx,Monitoring,LightGBM,Neural Network,748
802,2024-09-19 13:48:02,/artifacts/run_168/model.onnx,Deployment,LightGBM,Gaussian Mixture,168
816,2024-09-19 15:05:40,/artifacts/run_201/model.pkl,Deployment,LightGBM,Gradient Boosting,201
821,2024-09-19 15:32:52,/artifacts/run_1122/model.joblib,Monitoring,LightGBM,Random Forest,1122
835,2024-09-19 16:44:22,/artifacts/run_32/model.onnx,Evaluation,LightGBM,K-Nearest Neighbors,32
839,2024-09-19 17:06:46,/artifacts/run_658/model.onnx,Deployment,LightGBM,DBSCAN,658
853,2024-09-19 18:15:58,/artifacts/run_1343/model.joblib,Development,LightGBM,Naive Bayes,1343
857,2024-09-19 18:44:59,/artifacts/run_1455/model.onnx,Development,LightGBM,Logistic Regression,1455
867,2024-09-19 19:34:50,/artifacts/run_1475/model.joblib,Development,LightGBM,Decision Tree,1475
882,2024-09-19 21:04:28,/artifacts/run_457/model.onnx,Deployment,LightGBM,K-Nearest Neighbors,457
887,2024-09-19 21:36:29,/artifacts/run_1189/model.joblib,Monitoring,LightGBM,Decision Tree,1189
892,2024-09-19 21:59:10,/artifacts/run_1290/weights.h5,Evaluation,LightGBM,Naive Bayes,1290
904,2024-09-19 22:45:11,/artifacts/run_818/weights.h5,Monitoring,LightGBM,Naive Bayes,818
910,2024-09-19 23:18:17,/artifacts/run_1049/model.onnx,Monitoring,LightGBM,Neural Network,1049
922,2024-09-20 00:27:59,/artifacts/run_158/model.joblib,Deployment,LightGBM,Decision Tree,158
936,2024-09-20 01:35:11,/artifacts/run_89/weights.h5,Deployment,LightGBM,Random Forest,89
945,2024-09-20 02:27:49,/artifacts/run_449/model.onnx,Monitoring,LightGBM,KMeans,449
954,2024-09-20 03:15:30,/artifacts/run_887/weights.h5,Evaluation,LightGBM,XGBoost,887
958,2024-09-20 03:34:53,/artifacts/run_444/model.onnx,Monitoring,LightGBM,Naive Bayes,444
969,2024-09-20 04:44:58,/artifacts/run_1061/model.joblib,Deployment,LightGBM,Random Forest,1061
979,2024-09-20 05:53:57,/artifacts/run_203/model.onnx,Monitoring,LightGBM,LightGBM,203
983,2024-09-20 06:12:17,/artifacts/run_1028/weights.h5,Deployment,LightGBM,Logistic Regression,1028
995,2024-09-20 07:18:41,/artifacts/run_118/model.onnx,Deployment,LightGBM,QDA,118
8,2024-09-16 12:26:03,/artifacts/run_1312/model.joblib,Evaluation,ONNX,Naive Bayes,1312
11,2024-09-16 12:44:47,/artifacts/run_970/model.onnx,Development,ONNX,Random Forest,970
26,2024-09-16 14:16:18,/artifacts/run_1384/model.joblib,Monitoring,ONNX,KMeans,1384
32,2024-09-16 14:38:48,/artifacts/run_1051/model.pkl,Deployment,ONNX,Support Vector Machine,1051
42,2024-09-16 15:41:33,/artifacts/run_922/model.joblib,Monitoring,ONNX,Naive Bayes,922
47,2024-09-16 16:15:59,/artifacts/run_71/model.pkl,Development,ONNX,Neural Network,71
63,2024-09-16 17:46:05,/artifacts/run_424/weights.h5,Deployment,ONNX,Gaussian Mixture,424
72,2024-09-16 18:38:53,/artifacts/run_1425/model.onnx,Monitoring,ONNX,Support Vector Machine,1425
80,2024-09-16 19:15:06,/artifacts/run_102/model.pkl,Deployment,ONNX,XGBoost,102
90,2024-09-16 20:09:20,/artifacts/run_874/model.onnx,Deployment,ONNX,Naive Bayes,874
91,2024-09-16 20:12:12,/artifacts/run_963/model.joblib,Evaluation,ONNX,Gradient Boosting,963
104,2024-09-16 21:29:57,/artifacts/run_723/weights.h5,Evaluation,ONNX,Naive Bayes,723
115,2024-09-16 22:52:31,/artifacts/run_236/model.joblib,Monitoring,ONNX,Support Vector Machine,236
118,2024-09-16 23:13:05,/artifacts/run_1154/model.onnx,Development,ONNX,Gradient Boosting,1154
133,2024-09-17 00:43:41,/artifacts/run_81/model.joblib,Deployment,ONNX,K-Nearest Neighbors,81
141,2024-09-17 01:23:50,/artifacts/run_675/model.pkl,Monitoring,ONNX,KMeans,675
151,2024-09-17 02:22:31,/artifacts/run_487/model.pkl,Monitoring,ONNX,Gradient Boosting,487
154,2024-09-17 02:36:01,/artifacts/run_437/model.onnx,Deployment,ONNX,CatBoost,437
167,2024-09-17 03:49:50,/artifacts/run_1087/weights.h5,Deployment,ONNX,K-Nearest Neighbors,1087
175,2024-09-17 04:37:47,/artifacts/run_1117/weights.h5,Evaluation,ONNX,KMeans,1117
182,2024-09-17 05:12:46,/artifacts/run_455/model.joblib,Monitoring,ONNX,Logistic Regression,455
197,2024-09-17 06:30:40,/artifacts/run_1089/weights.h5,Development,ONNX,Gradient Boosting,1089
199,2024-09-17 06:36:43,/artifacts/run_25/model.onnx,Evaluation,ONNX,Random Forest,25
213,2024-09-17 08:02:24,/artifacts/run_796/model.onnx,Monitoring,ONNX,Gradient Boosting,796
224,2024-09-17 09:13:02,/artifacts/run_316/model.pkl,Monitoring,ONNX,Gaussian Mixture,316
229,2024-09-17 09:36:39,/artifacts/run_79/model.pkl,Deployment,ONNX,CatBoost,79
238,2024-09-17 10:28:10,/artifacts/run_1148/model.pkl,Evaluation,ONNX,Random Forest,1148
244,2024-09-17 10:58:51,/artifacts/run_918/model.joblib,Development,ONNX,LightGBM,918
255,2024-09-17 12:12:58,/artifacts/run_1183/model.pkl,Deployment,ONNX,XGBoost,1183
270,2024-09-17 13:39:27,/artifacts/run_812/model.joblib,Development,ONNX,Gradient Boosting,812
276,2024-09-17 14:06:54,/artifacts/run_1198/model.onnx,Deployment,ONNX,Naive Bayes,1198
285,2024-09-17 14:54:25,/artifacts/run_1300/model.joblib,Monitoring,ONNX,LightGBM,1300
290,2024-09-17 15:22:02,/artifacts/run_1305/model.joblib,Evaluation,ONNX,K-Nearest Neighbors,1305
300,2024-09-17 16:18:41,/artifacts/run_274/weights.h5,Development,ONNX,LightGBM,274
311,2024-09-17 17:09:48,/artifacts/run_598/model.onnx,Monitoring,ONNX,Support Vector Machine,598
321,2024-09-17 18:06:23,/artifacts/run_135/model.pkl,Monitoring,ONNX,Support Vector Machine,135
330,2024-09-17 19:01:01,/artifacts/run_1435/weights.h5,Evaluation,ONNX,Logistic Regression,1435
336,2024-09-17 19:39:42,/artifacts/run_336/model.joblib,Monitoring,ONNX,Random Forest,336
343,2024-09-17 20:11:42,/artifacts/run_626/model.pkl,Monitoring,ONNX,Logistic Regression,626
357,2024-09-17 21:15:49,/artifacts/run_1/model.joblib,Development,ONNX,Support Vector Machine,1
367,2024-09-17 22:09:21,/artifacts/run_1459/model.onnx,Monitoring,ONNX,KMeans,1459
372,2024-09-17 22:36:44,/artifacts/run_931/model.onnx,Development,ONNX,Logistic Regression,931
382,2024-09-17 23:28:37,/artifacts/run_1342/model.pkl,Deployment,ONNX,XGBoost,1342
394,2024-09-18 00:35:47,/artifacts/run_8/weights.h5,Evaluation,ONNX,Naive Bayes,8
404,2024-09-18 01:39:43,/artifacts/run_972/model.pkl,Evaluation,ONNX,K-Nearest Neighbors,972
414,2024-09-18 02:51:25,/artifacts/run_1322/weights.h5,Deployment,ONNX,Neural Network,1322
418,2024-09-18 03:14:27,/artifacts/run_171/model.onnx,Development,ONNX,Decision Tree,171
424,2024-09-18 03:34:14,/artifacts/run_478/weights.h5,Monitoring,ONNX,Neural Network,478
441,2024-09-18 05:07:02,/artifacts/run_1217/weights.h5,Development,ONNX,QDA,1217
442,2024-09-18 05:15:41,/artifacts/run_232/model.pkl,Monitoring,ONNX,LDA,232
458,2024-09-18 06:48:46,/artifacts/run_1399/weights.h5,Evaluation,ONNX,Gradient Boosting,1399
465,2024-09-18 07:31:56,/artifacts/run_167/weights.h5,Evaluation,ONNX,Gradient Boosting,167
475,2024-09-18 08:02:52,/artifacts/run_538/model.pkl,Monitoring,ONNX,K-Nearest Neighbors,538
485,2024-09-18 09:06:40,/artifacts/run_1319/model.pkl,Development,ONNX,Neural Network,1319
491,2024-09-18 09:39:40,/artifacts/run_371/model.pkl,Deployment,ONNX,K-Nearest Neighbors,371
496,2024-09-18 10:01:38,/artifacts/run_860/model.joblib,Development,ONNX,LDA,860
512,2024-09-18 11:18:34,/artifacts/run_1293/model.onnx,Deployment,ONNX,Gaussian Mixture,1293
515,2024-09-18 11:38:10,/artifacts/run_70/model.joblib,Monitoring,ONNX,QDA,70
523,2024-09-18 12:13:33,/artifacts/run_156/model.pkl,Development,ONNX,Decision Tree,156
535,2024-09-18 13:20:30,/artifacts/run_1326/model.joblib,Evaluation,ONNX,Random Forest,1326
549,2024-09-18 14:59:12,/artifacts/run_1190/weights.h5,Development,ONNX,QDA,1190
552,2024-09-18 15:14:52,/artifacts/run_923/weights.h5,Monitoring,ONNX,Support Vector Machine,923
563,2024-09-18 16:00:38,/artifacts/run_955/model.joblib,Monitoring,ONNX,Random Forest,955
572,2024-09-18 16:41:13,/artifacts/run_1277/model.onnx,Deployment,ONNX,CatBoost,1277
583,2024-09-18 17:32:56,/artifacts/run_190/model.joblib,Evaluation,ONNX,QDA,190
593,2024-09-18 18:17:04,/artifacts/run_256/model.pkl,Development,ONNX,XGBoost,256
600,2024-09-18 18:50:23,/artifacts/run_57/model.pkl,Evaluation,ONNX,LDA,57
605,2024-09-18 19:20:32,/artifacts/run_1199/model.joblib,Monitoring,ONNX,KMeans,1199
621,2024-09-18 20:34:08,/artifacts/run_1460/model.onnx,Monitoring,ONNX,Random Forest,1460
630,2024-09-18 21:13:51,/artifacts/run_904/weights.h5,Evaluation,ONNX,Gradient Boosting,904
636,2024-09-18 21:44:19,/artifacts/run_1214/model.pkl,Evaluation,ONNX,Gaussian Mixture,1214
646,2024-09-18 22:59:26,/artifacts/run_49/model.joblib,Monitoring,ONNX,LightGBM,49
650,2024-09-18 23:22:45,/artifacts/run_1238/model.onnx,Development,ONNX,Random Forest,1238
663,2024-09-19 00:35:17,/artifacts/run_24/model.onnx,Evaluation,ONNX,K-Nearest Neighbors,24
675,2024-09-19 01:36:57,/artifacts/run_1010/model.joblib,Monitoring,ONNX,Logistic Regression,1010
680,2024-09-19 02:09:44,/artifacts/run_12/model.joblib,Deployment,ONNX,LDA,12
688,2024-09-19 02:59:24,/artifacts/run_67/model.onnx,Monitoring,ONNX,Random Forest,67
699,2024-09-19 03:57:04,/artifacts/run_413/weights.h5,Monitoring,ONNX,QDA,413
710,2024-09-19 05:13:12,/artifacts/run_1008/model.joblib,Deployment,ONNX,Decision Tree,1008
717,2024-09-19 05:44:57,/artifacts/run_1385/weights.h5,Monitoring,ONNX,LightGBM,1385
722,2024-09-19 06:14:27,/artifacts/run_823/model.onnx,Deployment,ONNX,Decision Tree,823
733,2024-09-19 07:11:47,/artifacts/run_1039/model.joblib,Development,ONNX,Logistic Regression,1039
745,2024-09-19 08:14:31,/artifacts/run_1045/weights.h5,Monitoring,ONNX,LDA,1045
750,2024-09-19 08:47:04,/artifacts/run_1366/model.joblib,Deployment,ONNX,Random Forest,1366
760,2024-09-19 09:49:30,/artifacts/run_829/model.onnx,Development,ONNX,K-Nearest Neighbors,829
771,2024-09-19 10:46:01,/artifacts/run_547/weights.h5,Evaluation,ONNX,KMeans,547
783,2024-09-19 12:06:20,/artifacts/run_285/model.pkl,Monitoring,ONNX,Gaussian Mixture,285
785,2024-09-19 12:15:17,/artifacts/run_1167/model.pkl,Development,ONNX,Gradient Boosting,1167
799,2024-09-19 13:37:29,/artifacts/run_903/weights.h5,Development,ONNX,QDA,903
807,2024-09-19 14:09:53,/artifacts/run_762/weights.h5,Monitoring,ONNX,Support Vector Machine,762
818,2024-09-19 15:13:30,/artifacts/run_1448/model.pkl,Development,ONNX,Logistic Regression,1448
827,2024-09-19 16:04:52,/artifacts/run_698/model.pkl,Deployment,ONNX,QDA,698
834,2024-09-19 16:41:01,/artifacts/run_1044/model.joblib,Deployment,ONNX,Neural Network,1044
842,2024-09-19 17:13:04,/artifacts/run_1237/weights.h5,Evaluation,ONNX,LDA,1237
848,2024-09-19 17:46:42,/artifacts/run_739/model.onnx,Evaluation,ONNX,Gaussian Mixture,739
859,2024-09-19 18:56:44,/artifacts/run_1253/weights.h5,Evaluation,ONNX,Gradient Boosting,1253
870,2024-09-19 19:50:55,/artifacts/run_490/model.onnx,Monitoring,ONNX,Neural Network,490
878,2024-09-19 20:39:03,/artifacts/run_607/model.joblib,Development,ONNX,K-Nearest Neighbors,607
891,2024-09-19 21:52:43,/artifacts/run_1325/model.joblib,Deployment,ONNX,Support Vector Machine,1325
895,2024-09-19 22:06:30,/artifacts/run_986/model.onnx,Monitoring,ONNX,LightGBM,986
903,2024-09-19 22:40:00,/artifacts/run_1109/weights.h5,Deployment,ONNX,LDA,1109
911,2024-09-19 23:22:51,/artifacts/run_255/model.joblib,Evaluation,ONNX,KMeans,255
924,2024-09-20 00:35:29,/artifacts/run_705/model.onnx,Evaluation,ONNX,LightGBM,705
931,2024-09-20 01:09:37,/artifacts/run_1208/model.joblib,Monitoring,ONNX,Gradient Boosting,1208
938,2024-09-20 01:47:01,/artifacts/run_360/model.pkl,Deployment,ONNX,Decision Tree,360
949,2024-09-20 02:51:57,/artifacts/run_1397/model.pkl,Evaluation,ONNX,K-Nearest Neighbors,1397
962,2024-09-20 04:06:09,/artifacts/run_1022/model.joblib,Monitoring,ONNX,CatBoost,1022
965,2024-09-20 04:28:05,/artifacts/run_966/model.onnx,Monitoring,ONNX,Naive Bayes,966
974,2024-09-20 05:24:11,/artifacts/run_528/model.joblib,Deployment,ONNX,LightGBM,528
987,2024-09-20 06:38:40,/artifacts/run_414/weights.h5,Monitoring,ONNX,Support Vector Machine,414
998,2024-09-20 07:31:19,/artifacts/run_891/weights.h5,Evaluation,ONNX,Support Vector Machine,891
3,2024-09-16 11:54:49,/artifacts/run_1144/model.joblib,Deployment,PyTorch,Decision Tree,1144
10,2024-09-16 12:35:45,/artifacts/run_738/model.onnx,Deployment,PyTorch,CatBoost,738
23,2024-09-16 13:57:59,/artifacts/run_310/weights.h5,Evaluation,PyTorch,Gradient Boosting,310
31,2024-09-16 14:35:38,/artifacts/run_861/model.pkl,Evaluation,PyTorch,LightGBM,861
44,2024-09-16 15:51:21,/artifacts/run_1467/weights.h5,Development,PyTorch,XGBoost,1467
53,2024-09-16 17:00:14,/artifacts/run_761/model.onnx,Evaluation,PyTorch,Neural Network,761
60,2024-09-16 17:34:17,/artifacts/run_114/model.joblib,Evaluation,PyTorch,CatBoost,114
65,2024-09-16 17:56:14,/artifacts/run_612/model.pkl,Evaluation,PyTorch,Logistic Regression,612
75,2024-09-16 18:50:12,/artifacts/run_999/model.joblib,Monitoring,PyTorch,K-Nearest Neighbors,999
87,2024-09-16 19:49:28,/artifacts/run_1225/weights.h5,Deployment,PyTorch,LDA,1225
99,2024-09-16 21:03:46,/artifacts/run_849/weights.h5,Deployment,PyTorch,LightGBM,849
108,2024-09-16 21:55:39,/artifacts/run_1262/model.joblib,Deployment,PyTorch,Neural Network,1262
117,2024-09-16 23:07:57,/artifacts/run_1495/weights.h5,Deployment,PyTorch,DBSCAN,1495
120,2024-09-16 23:24:34,/artifacts/run_326/weights.h5,Monitoring,PyTorch,LDA,326
132,2024-09-17 00:37:37,/artifacts/run_807/model.joblib,Development,PyTorch,Random Forest,807
136,2024-09-17 00:57:19,/artifacts/run_241/model.onnx,Development,PyTorch,Neural Network,241
145,2024-09-17 01:46:55,/artifacts/run_671/weights.h5,Evaluation,PyTorch,KMeans,671
158,2024-09-17 02:48:46,/artifacts/run_1103/model.joblib,Development,PyTorch,LDA,1103
166,2024-09-17 03:43:27,/artifacts/run_786/model.joblib,Evaluation,PyTorch,Support Vector Machine,786
174,2024-09-17 04:33:49,/artifacts/run_1068/model.onnx,Development,PyTorch,Decision Tree,1068
186,2024-09-17 05:38:01,/artifacts/run_867/model.onnx,Deployment,PyTorch,Support Vector Machine,867
194,2024-09-17 06:19:32,/artifacts/run_176/model.joblib,Evaluation,PyTorch,Neural Network,176
205,2024-09-17 07:13:13,/artifacts/run_938/weights.h5,Development,PyTorch,LightGBM,938
208,2024-09-17 07:25:45,/artifacts/run_1294/model.pkl,Monitoring,PyTorch,DBSCAN,1294
217,2024-09-17 08:31:19,/artifacts/run_941/model.onnx,Monitoring,PyTorch,LDA,941
233,2024-09-17 10:02:21,/artifacts/run_1440/model.pkl,Development,PyTorch,DBSCAN,1440
242,2024-09-17 10:47:53,/artifacts/run_1457/model.joblib,Evaluation,PyTorch,Decision Tree,1457
248,2024-09-17 11:22:55,/artifacts/run_355/model.onnx,Deployment,PyTorch,Naive Bayes,355
259,2024-09-17 12:30:41,/artifacts/run_888/weights.h5,Deployment,PyTorch,Naive Bayes,888
265,2024-09-17 13:09:37,/artifacts/run_249/model.joblib,Monitoring,PyTorch,Decision Tree,249
271,2024-09-17 13:47:30,/artifacts/run_1165/weights.h5,Deployment,PyTorch,KMeans,1165
280,2024-09-17 14:30:09,/artifacts/run_661/weights.h5,Monitoring,PyTorch,Random Forest,661
294,2024-09-17 15:49:08,/artifacts/run_1359/model.onnx,Deployment,PyTorch,DBSCAN,1359
302,2024-09-17 16:24:52,/artifacts/run_345/model.joblib,Deployment,PyTorch,KMeans,345
310,2024-09-17 17:06:39,/artifacts/run_257/weights.h5,Development,PyTorch,XGBoost,257
316,2024-09-17 17:34:20,/artifacts/run_1463/model.pkl,Development,PyTorch,Neural Network,1463
325,2024-09-17 18:27:39,/artifacts/run_1458/model.joblib,Development,PyTorch,QDA,1458
342,2024-09-17 20:03:36,/artifacts/run_560/weights.h5,Development,PyTorch,K-Nearest Neighbors,560
349,2024-09-17 20:34:05,/artifacts/run_1261/weights.h5,Monitoring,PyTorch,DBSCAN,1261
354,2024-09-17 20:59:41,/artifacts/run_742/model.onnx,Deployment,PyTorch,Gaussian Mixture,742
369,2024-09-17 22:25:18,/artifacts/run_987/model.pkl,Evaluation,PyTorch,Neural Network,987
378,2024-09-17 23:11:33,/artifacts/run_1170/model.onnx,Evaluation,PyTorch,Gaussian Mixture,1170
384,2024-09-17 23:40:23,/artifacts/run_799/model.pkl,Monitoring,PyTorch,Support Vector Machine,799
389,2024-09-18 00:12:17,/artifacts/run_872/model.joblib,Development,PyTorch,KMeans,872
399,2024-09-18 01:12:36,/artifacts/run_1024/weights.h5,Monitoring,PyTorch,DBSCAN,1024
409,2024-09-18 02:20:42,/artifacts/run_22/weights.h5,Development,PyTorch,CatBoost,22
415,2024-09-18 02:55:02,/artifacts/run_217/model.pkl,Development,PyTorch,DBSCAN,217
432,2024-09-18 04:06:57,/artifacts/run_364/model.joblib,Deployment,PyTorch,XGBoost,364
434,2024-09-18 04:19:51,/artifacts/run_368/model.onnx,Development,PyTorch,Neural Network,368
446,2024-09-18 05:38:53,/artifacts/run_990/model.pkl,Evaluation,PyTorch,CatBoost,990
457,2024-09-18 06:46:07,/artifacts/run_392/model.joblib,Deployment,PyTorch,LightGBM,392
460,2024-09-18 06:57:53,/artifacts/run_831/weights.h5,Development,PyTorch,Neural Network,831
470,2024-09-18 07:43:09,/artifacts/run_691/model.joblib,Deployment,PyTorch,Logistic Regression,691
480,2024-09-18 08:29:20,/artifacts/run_301/weights.h5,Evaluation,PyTorch,Decision Tree,301
490,2024-09-18 09:36:11,/artifacts/run_157/model.pkl,Development,PyTorch,Random Forest,157
500,2024-09-18 10:27:31,/artifacts/run_1179/weights.h5,Deployment,PyTorch,XGBoost,1179
509,2024-09-18 11:12:19,/artifacts/run_638/model.onnx,Monitoring,PyTorch,LightGBM,638
519,2024-09-18 11:59:33,/artifacts/run_1098/model.joblib,Evaluation,PyTorch,Logistic Regression,1098
529,2024-09-18 12:51:34,/artifacts/run_863/model.pkl,Development,PyTorch,KMeans,863
539,2024-09-18 13:46:40,/artifacts/run_774/model.onnx,Evaluation,PyTorch,LDA,774
548,2024-09-18 14:51:08,/artifacts/run_554/model.pkl,Development,PyTorch,K-Nearest Neighbors,554
556,2024-09-18 15:26:00,/artifacts/run_1017/model.pkl,Deployment,PyTorch,Logistic Regression,1017
567,2024-09-18 16:15:46,/artifacts/run_756/model.pkl,Deployment,PyTorch,Gaussian Mixture,756
569,2024-09-18 16:19:35,/artifacts/run_980/model.onnx,Monitoring,PyTorch,LDA,980
582,2024-09-18 17:27:51,/artifacts/run_964/weights.h5,Deployment,PyTorch,K-Nearest Neighbors,964
592,2024-09-18 18:13:00,/artifacts/run_1203/model.pkl,Monitoring,PyTorch,LDA,1203
595,2024-09-18 18:20:23,/artifacts/run_69/weights.h5,Monitoring,PyTorch,Support Vector Machine,69
609,2024-09-18 19:31:11,/artifacts/run_539/model.onnx,Monitoring,PyTorch,LDA,539
620,2024-09-18 20:32:39,/artifacts/run_328/model.onnx,Development,PyTorch,Support Vector Machine,328
627,2024-09-18 20:57:36,/artifacts/run_772/weights.h5,Development,PyTorch,Support Vector Machine,772
639,2024-09-18 22:11:56,/artifacts/run_777/weights.h5,Monitoring,PyTorch,KMeans,777
645,2024-09-18 22:55:53,/artifacts/run_496/model.joblib,Evaluation,PyTorch,Naive Bayes,496
652,2024-09-18 23:32:47,/artifacts/run_864/model.pkl,Monitoring,PyTorch,K-Nearest Neighbors,864
660,2024-09-19 00:16:06,/artifacts/run_1066/model.onnx,Development,PyTorch,Random Forest,1066
670,2024-09-19 01:11:21,/artifacts/run_1138/model.onnx,Development,PyTorch,LightGBM,1138
679,2024-09-19 02:04:02,/artifacts/run_140/weights.h5,Evaluation,PyTorch,Support Vector Machine,140
685,2024-09-19 02:42:13,/artifacts/run_605/weights.h5,Development,PyTorch,Gaussian Mixture,605
702,2024-09-19 04:19:52,/artifacts/run_564/model.joblib,Evaluation,PyTorch,Decision Tree,564
703,2024-09-19 04:25:37,/artifacts/run_299/model.pkl,Monitoring,PyTorch,LightGBM,299
716,2024-09-19 05:42:24,/artifacts/run_262/model.pkl,Evaluation,PyTorch,Naive Bayes,262
726,2024-09-19 06:39:24,/artifacts/run_1265/weights.h5,Evaluation,PyTorch,KMeans,1265
737,2024-09-19 07:31:27,/artifacts/run_1131/weights.h5,Development,PyTorch,KMeans,1131
747,2024-09-19 08:31:23,/artifacts/run_969/model.joblib,Development,PyTorch,XGBoost,969
754,2024-09-19 09:07:19,/artifacts/run_701/model.onnx,Monitoring,PyTorch,DBSCAN,701
757,2024-09-19 09:29:28,/artifacts/run_634/model.onnx,Deployment,PyTorch,Logistic Regression,634
766,2024-09-19 10:24:04,/artifacts/run_586/model.onnx,Evaluation,PyTorch,Naive Bayes,586
778,2024-09-19 11:37:59,/artifacts/run_583/weights.h5,Development,PyTorch,Logistic Regression,583
784,2024-09-19 12:12:05,/artifacts/run_196/model.onnx,Deployment,PyTorch,Random Forest,196
794,2024-09-19 13:07:25,/artifacts/run_1127/model.joblib,Monitoring,PyTorch,Random Forest,1127
806,2024-09-19 14:07:35,/artifacts/run_767/weights.h5,Evaluation,PyTorch,QDA,767
811,2024-09-19 14:34:00,/artifacts/run_776/weights.h5,Deployment,PyTorch,XGBoost,776
820,2024-09-19 15:26:29,/artifacts/run_835/model.joblib,Evaluation,PyTorch,CatBoost,835
833,2024-09-19 16:34:45,/artifacts/run_1349/weights.h5,Development,PyTorch,Logistic Regression,1349
846,2024-09-19 17:33:02,/artifacts/run_556/model.joblib,Development,PyTorch,CatBoost,556
852,2024-09-19 18:06:38,/artifacts/run_1364/weights.h5,Deployment,PyTorch,CatBoost,1364
861,2024-09-19 19:02:17,/artifacts/run_909/weights.h5,Development,PyTorch,Random Forest,909
865,2024-09-19 19:24:29,/artifacts/run_147/model.onnx,Monitoring,PyTorch,QDA,147
877,2024-09-19 20:31:31,/artifacts/run_391/model.joblib,Deployment,PyTorch,DBSCAN,391
886,2024-09-19 21:29:06,/artifacts/run_473/model.onnx,Development,PyTorch,LDA,473
899,2024-09-19 22:19:02,/artifacts/run_1202/model.joblib,Development,PyTorch,CatBoost,1202
