nombre_hp,id_run,valor_json,dtype
optimizer,1092,"{""value"": ""sgd""}",enum
colsample_bytree,798,"{""value"": 0.51}",float
early_stopping_rounds,811,"{""value"": 48}",int
patience,236,"{""value"": 9}",int
regularization_lambda,319,"{""value"": 0.42}",float
dropout,1178,"{""value"": 0.14}",float
max_depth,1155,"{""value"": 10}",int
min_samples_split,909,"{""value"": 19}",int
num_epochs,497,"{""value"": 143}",int
activation,168,"{""value"": ""selu""}",enum
subsample,1167,"{""value"": 0.85}",float
random_seed,790,"{""value"": 33600}",int
num_layers,716,"{""value"": 4}",int
momentum,686,"{""value"": 0.07}",float
min_samples_leaf,291,"{""value"": 9}",int
random_seed,239,"{""value"": 82405}",int
colsample_bytree,128,"{""value"": 0.71}",float
subsample,1231,"{""value"": 0.95}",float
min_samples_leaf,118,"{""value"": 10}",int
num_layers,925,"{""value"": 10}",int
activation,1157,"{""value"": ""tanh""}",enum
early_stopping_rounds,1314,"{""value"": 47}",int
regularization_lambda,941,"{""value"": 0.00}",float
hidden_size,1490,"{""value"": 64}",int
learning_rate,906,"{""value"": 0.00564}",float
min_samples_split,983,"{""value"": 14}",int
weight_decay,868,"{""value"": 0.00738}",float
num_epochs,259,"{""value"": 72}",int
momentum,1345,"{""value"": 0.47}",float
loss_function,691,"{""value"": ""mse""}",enum
max_depth,612,"{""value"": 3}",int
batch_size,1311,"{""value"": 128}",int
patience,1219,"{""value"": 4}",int
optimizer,649,"{""value"": ""rmsprop""}",enum
dropout,847,"{""value"": 0.23}",float
weight_decay,170,"{""value"": 0.00615}",float
early_stopping_rounds,521,"{""value"": 12}",int
dropout,1432,"{""value"": 0.27}",float
batch_size,258,"{""value"": 32}",int
subsample,540,"{""value"": 0.96}",float
random_seed,660,"{""value"": 92674}",int
min_samples_split,799,"{""value"": 10}",int
colsample_bytree,130,"{""value"": 0.68}",float
activation,918,"{""value"": ""sigmoid""}",enum
momentum,557,"{""value"": 0.06}",float
hidden_size,51,"{""value"": 128}",int
learning_rate,199,"{""value"": 0.00938}",float
min_samples_leaf,325,"{""value"": 8}",int
optimizer,243,"{""value"": ""adam""}",enum
num_epochs,284,"{""value"": 109}",int
regularization_lambda,446,"{""value"": 0.42}",float
max_depth,388,"{""value"": 13}",int
loss_function,477,"{""value"": ""cross_entropy""}",enum
num_layers,1243,"{""value"": 6}",int
patience,785,"{""value"": 11}",int
early_stopping_rounds,816,"{""value"": 49}",int
patience,821,"{""value"": 12}",int
hidden_size,766,"{""value"": 16}",int
dropout,98,"{""value"": 0.39}",float
num_layers,18,"{""value"": 3}",int
loss_function,1491,"{""value"": ""cross_entropy""}",enum
min_samples_split,365,"{""value"": 11}",int
min_samples_leaf,551,"{""value"": 2}",int
activation,723,"{""value"": ""relu""}",enum
random_seed,165,"{""value"": 25386}",int
batch_size,384,"{""value"": 256}",int
regularization_lambda,67,"{""value"": 0.87}",float
optimizer,618,"{""value"": ""adam""}",enum
subsample,1461,"{""value"": 0.78}",float
learning_rate,413,"{""value"": 0.00682}",float
max_depth,634,"{""value"": 22}",int
weight_decay,652,"{""value"": 0.00631}",float
num_epochs,1044,"{""value"": 176}",int
colsample_bytree,422,"{""value"": 0.63}",float
momentum,281,"{""value"": 0.88}",float
patience,1154,"{""value"": 11}",int
learning_rate,647,"{""value"": 0.00718}",float
optimizer,1022,"{""value"": ""adamw""}",enum
batch_size,772,"{""value"": 32}",int
subsample,629,"{""value"": 0.61}",float
dropout,245,"{""value"": 0.43}",float
hidden_size,194,"{""value"": 16}",int
colsample_bytree,550,"{""value"": 0.59}",float
loss_function,1063,"{""value"": ""huber""}",enum
num_layers,533,"{""value"": 8}",int
early_stopping_rounds,1176,"{""value"": 15}",int
min_samples_leaf,935,"{""value"": 10}",int
num_epochs,1111,"{""value"": 52}",int
regularization_lambda,1370,"{""value"": 0.53}",float
random_seed,1062,"{""value"": 5236}",int
max_depth,1188,"{""value"": 13}",int
min_samples_split,674,"{""value"": 8}",int
weight_decay,309,"{""value"": 0.00186}",float
activation,134,"{""value"": ""selu""}",enum
momentum,1273,"{""value"": 0.51}",float
random_seed,1300,"{""value"": 83030}",int
max_depth,1419,"{""value"": 5}",int
min_samples_split,981,"{""value"": 12}",int
weight_decay,724,"{""value"": 0.00824}",float
activation,903,"{""value"": ""gelu""}",enum
momentum,292,"{""value"": 0.02}",float
patience,154,"{""value"": 6}",int
learning_rate,843,"{""value"": 0.00402}",float
optimizer,1228,"{""value"": ""rmsprop""}",enum
batch_size,1202,"{""value"": 128}",int
subsample,959,"{""value"": 0.99}",float
dropout,1321,"{""value"": 0.54}",float
hidden_size,1098,"{""value"": 32}",int
colsample_bytree,768,"{""value"": 0.77}",float
loss_function,758,"{""value"": ""mse""}",enum
num_layers,238,"{""value"": 3}",int
early_stopping_rounds,947,"{""value"": 49}",int
min_samples_leaf,42,"{""value"": 9}",int
num_epochs,35,"{""value"": 58}",int
regularization_lambda,107,"{""value"": 0.96}",float
loss_function,1309,"{""value"": ""mse""}",enum
hidden_size,1487,"{""value"": 256}",int
optimizer,628,"{""value"": ""adamw""}",enum
min_samples_split,1194,"{""value"": 18}",int
num_layers,206,"{""value"": 6}",int
batch_size,91,"{""value"": 256}",int
regularization_lambda,543,"{""value"": 0.34}",float
dropout,1348,"{""value"": 0.58}",float
colsample_bytree,1349,"{""value"": 0.80}",float
subsample,914,"{""value"": 0.97}",float
max_depth,439,"{""value"": 4}",int
min_samples_leaf,1166,"{""value"": 9}",int
activation,1288,"{""value"": ""selu""}",enum
learning_rate,332,"{""value"": 0.00981}",float
num_epochs,943,"{""value"": 185}",int
early_stopping_rounds,46,"{""value"": 10}",int
random_seed,600,"{""value"": 85830}",int
weight_decay,815,"{""value"": 0.00974}",float
momentum,1071,"{""value"": 0.79}",float
patience,1005,"{""value"": 9}",int
hidden_size,240,"{""value"": 128}",int
weight_decay,1113,"{""value"": 0.00946}",float
regularization_lambda,263,"{""value"": 0.98}",float
min_samples_leaf,874,"{""value"": 4}",int
min_samples_split,851,"{""value"": 19}",int
num_epochs,1267,"{""value"": 180}",int
batch_size,1217,"{""value"": 32}",int
subsample,1376,"{""value"": 0.65}",float
patience,958,"{""value"": 8}",int
loss_function,101,"{""value"": ""mae""}",enum
random_seed,1458,"{""value"": 4372}",int
optimizer,311,"{""value"": ""sgd""}",enum
colsample_bytree,1129,"{""value"": 0.54}",float
momentum,1324,"{""value"": 0.92}",float
learning_rate,330,"{""value"": 0.00407}",float
num_layers,1059,"{""value"": 7}",int
early_stopping_rounds,950,"{""value"": 24}",int
max_depth,841,"{""value"": 22}",int
dropout,41,"{""value"": 0.16}",float
activation,645,"{""value"": ""selu""}",enum
loss_function,7,"{""value"": ""cross_entropy""}",enum
min_samples_split,1302,"{""value"": 17}",int
min_samples_leaf,1235,"{""value"": 9}",int
activation,166,"{""value"": ""selu""}",enum
random_seed,350,"{""value"": 23790}",int
batch_size,1093,"{""value"": 128}",int
regularization_lambda,1108,"{""value"": 0.20}",float
optimizer,1183,"{""value"": ""adamw""}",enum
subsample,1209,"{""value"": 0.54}",float
learning_rate,713,"{""value"": 0.00683}",float
max_depth,667,"{""value"": 8}",int
weight_decay,839,"{""value"": 0.00310}",float
num_epochs,192,"{""value"": 46}",int
colsample_bytree,583,"{""value"": 0.54}",float
momentum,1420,"{""value"": 0.12}",float
early_stopping_rounds,1295,"{""value"": 11}",int
patience,437,"{""value"": 17}",int
hidden_size,681,"{""value"": 512}",int
dropout,424,"{""value"": 0.13}",float
num_layers,313,"{""value"": 8}",int
learning_rate,1462,"{""value"": 0.00823}",float
min_samples_split,514,"{""value"": 18}",int
activation,426,"{""value"": ""gelu""}",enum
loss_function,1467,"{""value"": ""huber""}",enum
weight_decay,1168,"{""value"": 0.00003}",float
early_stopping_rounds,436,"{""value"": 19}",int
optimizer,104,"{""value"": ""adam""}",enum
momentum,115,"{""value"": 0.97}",float
dropout,24,"{""value"": 0.14}",float
regularization_lambda,96,"{""value"": 0.29}",float
max_depth,617,"{""value"": 14}",int
colsample_bytree,1318,"{""value"": 0.99}",float
patience,326,"{""value"": 9}",int
hidden_size,72,"{""value"": 512}",int
random_seed,653,"{""value"": 96892}",int
min_samples_leaf,1493,"{""value"": 7}",int
num_layers,1400,"{""value"": 2}",int
num_epochs,16,"{""value"": 91}",int
batch_size,1165,"{""value"": 64}",int
subsample,241,"{""value"": 0.51}",float
random_seed,362,"{""value"": 11190}",int
dropout,111,"{""value"": 0.27}",float
max_depth,1054,"{""value"": 4}",int
colsample_bytree,1456,"{""value"": 0.71}",float
batch_size,828,"{""value"": 32}",int
activation,703,"{""value"": ""selu""}",enum
momentum,591,"{""value"": 0.77}",float
regularization_lambda,666,"{""value"": 0.99}",float
min_samples_leaf,794,"{""value"": 8}",int
num_layers,835,"{""value"": 8}",int
learning_rate,1225,"{""value"": 0.00134}",float
num_epochs,1169,"{""value"": 118}",int
patience,1012,"{""value"": 16}",int
weight_decay,1164,"{""value"": 0.00536}",float
subsample,1199,"{""value"": 0.62}",float
optimizer,489,"{""value"": ""sgd""}",enum
hidden_size,1229,"{""value"": 32}",int
min_samples_split,926,"{""value"": 14}",int
early_stopping_rounds,1173,"{""value"": 39}",int
loss_function,1088,"{""value"": ""cross_entropy""}",enum
batch_size,34,"{""value"": 128}",int
momentum,495,"{""value"": 0.44}",float
hidden_size,842,"{""value"": 256}",int
min_samples_split,796,"{""value"": 5}",int
learning_rate,1363,"{""value"": 0.00432}",float
colsample_bytree,488,"{""value"": 0.56}",float
loss_function,519,"{""value"": ""cross_entropy""}",enum
num_epochs,1074,"{""value"": 41}",int
patience,420,"{""value"": 10}",int
optimizer,610,"{""value"": ""rmsprop""}",enum
activation,380,"{""value"": ""tanh""}",enum
regularization_lambda,578,"{""value"": 0.92}",float
dropout,532,"{""value"": 0.23}",float
num_layers,466,"{""value"": 6}",int
early_stopping_rounds,640,"{""value"": 7}",int
subsample,826,"{""value"": 0.87}",float
random_seed,1439,"{""value"": 70845}",int
min_samples_leaf,1362,"{""value"": 10}",int
max_depth,89,"{""value"": 11}",int
weight_decay,817,"{""value"": 0.00220}",float
subsample,45,"{""value"": 0.51}",float
loss_function,1018,"{""value"": ""huber""}",enum
learning_rate,1084,"{""value"": 0.00843}",float
random_seed,1112,"{""value"": 76855}",int
weight_decay,1344,"{""value"": 0.00976}",float
num_layers,624,"{""value"": 1}",int
colsample_bytree,515,"{""value"": 0.62}",float
activation,1387,"{""value"": ""relu""}",enum
early_stopping_rounds,1276,"{""value"": 47}",int
hidden_size,1275,"{""value"": 64}",int
optimizer,1034,"{""value"": ""sgd""}",enum
regularization_lambda,779,"{""value"": 0.41}",float
min_samples_split,1068,"{""value"": 11}",int
momentum,1250,"{""value"": 0.37}",float
max_depth,1186,"{""value"": 14}",int
min_samples_leaf,225,"{""value"": 8}",int
batch_size,1056,"{""value"": 32}",int
patience,1477,"{""value"": 16}",int
dropout,1021,"{""value"": 0.45}",float
num_epochs,962,"{""value"": 33}",int
min_samples_split,1058,"{""value"": 17}",int
activation,120,"{""value"": ""selu""}",enum
loss_function,601,"{""value"": ""cross_entropy""}",enum
weight_decay,458,"{""value"": 0.00801}",float
early_stopping_rounds,850,"{""value"": 38}",int
optimizer,141,"{""value"": ""sgd""}",enum
momentum,1284,"{""value"": 0.86}",float
dropout,1333,"{""value"": 0.38}",float
regularization_lambda,782,"{""value"": 0.96}",float
max_depth,1336,"{""value"": 9}",int
colsample_bytree,346,"{""value"": 0.80}",float
patience,378,"{""value"": 4}",int
hidden_size,613,"{""value"": 128}",int
random_seed,1004,"{""value"": 17174}",int
min_samples_leaf,1269,"{""value"": 1}",int
num_layers,774,"{""value"": 8}",int
num_epochs,57,"{""value"": 118}",int
batch_size,905,"{""value"": 128}",int
subsample,1080,"{""value"": 1.00}",float
learning_rate,584,"{""value"": 0.00441}",float
min_samples_split,626,"{""value"": 19}",int
num_layers,1365,"{""value"": 3}",int
num_epochs,274,"{""value"": 138}",int
momentum,641,"{""value"": 0.40}",float
subsample,603,"{""value"": 0.76}",float
loss_function,747,"{""value"": ""huber""}",enum
min_samples_leaf,1429,"{""value"": 4}",int
weight_decay,1121,"{""value"": 0.00456}",float
activation,403,"{""value"": ""relu""}",enum
regularization_lambda,336,"{""value"": 0.72}",float
optimizer,1127,"{""value"": ""adamw""}",enum
random_seed,789,"{""value"": 77107}",int
learning_rate,1497,"{""value"": 0.00198}",float
colsample_bytree,1317,"{""value"": 0.77}",float
patience,1230,"{""value"": 14}",int
max_depth,21,"{""value"": 16}",int
batch_size,462,"{""value"": 256}",int
early_stopping_rounds,242,"{""value"": 37}",int
hidden_size,678,"{""value"": 64}",int
dropout,804,"{""value"": 0.09}",float
activation,1330,"{""value"": ""gelu""}",enum
early_stopping_rounds,1118,"{""value"": 40}",int
regularization_lambda,22,"{""value"": 0.67}",float
hidden_size,692,"{""value"": 32}",int
learning_rate,478,"{""value"": 0.00522}",float
min_samples_split,297,"{""value"": 18}",int
weight_decay,1424,"{""value"": 0.00978}",float
num_epochs,361,"{""value"": 18}",int
momentum,227,"{""value"": 0.77}",float
loss_function,75,"{""value"": ""cross_entropy""}",enum
max_depth,1102,"{""value"": 7}",int
batch_size,587,"{""value"": 128}",int
patience,1287,"{""value"": 12}",int
optimizer,1137,"{""value"": ""sgd""}",enum
dropout,95,"{""value"": 0.07}",float
random_seed,735,"{""value"": 31074}",int
colsample_bytree,267,"{""value"": 0.84}",float
subsample,1046,"{""value"": 0.94}",float
min_samples_leaf,1212,"{""value"": 8}",int
num_layers,270,"{""value"": 2}",int
patience,899,"{""value"": 19}",int
random_seed,287,"{""value"": 61287}",int
weight_decay,1200,"{""value"": 0.00866}",float
hidden_size,1245,"{""value"": 64}",int
num_layers,201,"{""value"": 3}",int
subsample,757,"{""value"": 0.99}",float
min_samples_split,419,"{""value"": 8}",int
early_stopping_rounds,1119,"{""value"": 46}",int
max_depth,885,"{""value"": 22}",int
activation,286,"{""value"": ""selu""}",enum
loss_function,873,"{""value"": ""mae""}",enum
optimizer,1100,"{""value"": ""sgd""}",enum
batch_size,283,"{""value"": 256}",int
momentum,1139,"{""value"": 0.39}",float
regularization_lambda,1001,"{""value"": 0.87}",float
learning_rate,190,"{""value"": 0.00740}",float
min_samples_leaf,387,"{""value"": 5}",int
dropout,1304,"{""value"": 0.42}",float
num_epochs,1418,"{""value"": 82}",int
colsample_bytree,1201,"{""value"": 0.92}",float
learning_rate,563,"{""value"": 0.00223}",float
random_seed,980,"{""value"": 28134}",int
weight_decay,860,"{""value"": 0.00257}",float
num_layers,1024,"{""value"": 3}",int
colsample_bytree,1142,"{""value"": 0.58}",float
activation,715,"{""value"": ""selu""}",enum
early_stopping_rounds,1156,"{""value"": 46}",int
hidden_size,272,"{""value"": 128}",int
optimizer,1482,"{""value"": ""adamw""}",enum
regularization_lambda,970,"{""value"": 0.94}",float
min_samples_split,770,"{""value"": 3}",int
momentum,700,"{""value"": 0.85}",float
max_depth,971,"{""value"": 7}",int
min_samples_leaf,1411,"{""value"": 9}",int
batch_size,792,"{""value"": 32}",int
patience,742,"{""value"": 9}",int
dropout,43,"{""value"": 0.58}",float
num_epochs,1476,"{""value"": 74}",int
subsample,863,"{""value"": 0.82}",float
loss_function,1192,"{""value"": ""huber""}",enum
max_depth,535,"{""value"": 4}",int
optimizer,1290,"{""value"": ""adam""}",enum
batch_size,1097,"{""value"": 16}",int
early_stopping_rounds,416,"{""value"": 19}",int
loss_function,59,"{""value"": ""mse""}",enum
dropout,322,"{""value"": 0.03}",float
num_epochs,450,"{""value"": 89}",int
momentum,908,"{""value"": 0.45}",float
random_seed,1244,"{""value"": 24097}",int
colsample_bytree,1352,"{""value"": 0.74}",float
regularization_lambda,594,"{""value"": 0.18}",float
num_layers,755,"{""value"": 3}",int
patience,1475,"{""value"": 9}",int
min_samples_split,358,"{""value"": 9}",int
learning_rate,763,"{""value"": 0.00540}",float
weight_decay,26,"{""value"": 0.00888}",float
activation,1473,"{""value"": ""tanh""}",enum
subsample,302,"{""value"": 0.56}",float
hidden_size,566,"{""value"": 512}",int
min_samples_leaf,1213,"{""value"": 2}",int
activation,976,"{""value"": ""gelu""}",enum
patience,738,"{""value"": 4}",int
regularization_lambda,1025,"{""value"": 0.05}",float
hidden_size,637,"{""value"": 512}",int
min_samples_leaf,648,"{""value"": 9}",int
min_samples_split,1434,"{""value"": 5}",int
batch_size,651,"{""value"": 16}",int
early_stopping_rounds,205,"{""value"": 18}",int
random_seed,922,"{""value"": 35848}",int
num_epochs,474,"{""value"": 156}",int
subsample,423,"{""value"": 0.52}",float
optimizer,1023,"{""value"": ""rmsprop""}",enum
momentum,562,"{""value"": 0.09}",float
max_depth,1272,"{""value"": 16}",int
learning_rate,685,"{""value"": 0.00277}",float
num_layers,99,"{""value"": 1}",int
loss_function,856,"{""value"": ""huber""}",enum
dropout,820,"{""value"": 0.12}",float
weight_decay,901,"{""value"": 0.00069}",float
colsample_bytree,991,"{""value"": 0.92}",float
random_seed,872,"{""value"": 53671}",int
colsample_bytree,784,"{""value"": 0.67}",float
regularization_lambda,1232,"{""value"": 0.44}",float
num_layers,327,"{""value"": 10}",int
patience,410,"{""value"": 18}",int
min_samples_split,97,"{""value"": 14}",int
learning_rate,490,"{""value"": 0.00221}",float
weight_decay,1204,"{""value"": 0.00490}",float
activation,1146,"{""value"": ""tanh""}",enum
subsample,849,"{""value"": 0.62}",float
hidden_size,1242,"{""value"": 256}",int
min_samples_leaf,1103,"{""value"": 8}",int
max_depth,697,"{""value"": 21}",int
optimizer,1248,"{""value"": ""adam""}",enum
batch_size,1489,"{""value"": 256}",int
early_stopping_rounds,1346,"{""value"": 34}",int
loss_function,650,"{""value"": ""mae""}",enum
dropout,767,"{""value"": 0.28}",float
num_epochs,1448,"{""value"": 182}",int
momentum,44,"{""value"": 0.98}",float
hidden_size,1140,"{""value"": 16}",int
num_layers,252,"{""value"": 8}",int
momentum,427,"{""value"": 0.09}",float
learning_rate,155,"{""value"": 0.00388}",float
min_samples_split,589,"{""value"": 18}",int
batch_size,337,"{""value"": 32}",int
subsample,673,"{""value"": 0.52}",float
regularization_lambda,181,"{""value"": 0.63}",float
loss_function,491,"{""value"": ""mse""}",enum
max_depth,235,"{""value"": 20}",int
optimizer,1091,"{""value"": ""sgd""}",enum
weight_decay,1285,"{""value"": 0.00251}",float
colsample_bytree,630,"{""value"": 0.52}",float
patience,1240,"{""value"": 4}",int
min_samples_leaf,1341,"{""value"": 9}",int
num_epochs,646,"{""value"": 35}",int
early_stopping_rounds,355,"{""value"": 30}",int
dropout,133,"{""value"": 0.53}",float
activation,381,"{""value"": ""relu""}",enum
random_seed,55,"{""value"": 37576}",int
batch_size,809,"{""value"": 256}",int
subsample,52,"{""value"": 0.98}",float
dropout,1261,"{""value"": 0.17}",float
hidden_size,382,"{""value"": 16}",int
colsample_bytree,940,"{""value"": 0.87}",float
loss_function,440,"{""value"": ""mae""}",enum
num_layers,944,"{""value"": 7}",int
early_stopping_rounds,269,"{""value"": 32}",int
min_samples_leaf,762,"{""value"": 5}",int
num_epochs,829,"{""value"": 117}",int
regularization_lambda,1310,"{""value"": 0.17}",float
random_seed,710,"{""value"": 24917}",int
max_depth,1189,"{""value"": 17}",int
min_samples_split,669,"{""value"": 13}",int
weight_decay,1381,"{""value"": 0.00312}",float
activation,999,"{""value"": ""sigmoid""}",enum
momentum,195,"{""value"": 0.83}",float
patience,385,"{""value"": 5}",int
learning_rate,113,"{""value"": 0.00282}",float
optimizer,1413,"{""value"": ""rmsprop""}",enum
min_samples_split,687,"{""value"": 13}",int
learning_rate,405,"{""value"": 0.00312}",float
colsample_bytree,39,"{""value"": 0.80}",float
loss_function,596,"{""value"": ""mse""}",enum
num_epochs,85,"{""value"": 65}",int
patience,1072,"{""value"": 8}",int
optimizer,103,"{""value"": ""adam""}",enum
activation,1303,"{""value"": ""gelu""}",enum
regularization_lambda,1266,"{""value"": 0.07}",float
dropout,1143,"{""value"": 0.47}",float
num_layers,598,"{""value"": 4}",int
early_stopping_rounds,830,"{""value"": 12}",int
subsample,40,"{""value"": 0.80}",float
random_seed,986,"{""value"": 9322}",int
min_samples_leaf,406,"{""value"": 7}",int
max_depth,1106,"{""value"": 23}",int
weight_decay,1383,"{""value"": 0.00538}",float
batch_size,1069,"{""value"": 16}",int
momentum,20,"{""value"": 0.19}",float
hidden_size,1138,"{""value"": 32}",int
hidden_size,1305,"{""value"": 64}",int
max_depth,449,"{""value"": 8}",int
num_layers,33,"{""value"": 9}",int
batch_size,1205,"{""value"": 128}",int
activation,100,"{""value"": ""selu""}",enum
regularization_lambda,888,"{""value"": 0.95}",float
loss_function,499,"{""value"": ""huber""}",enum
learning_rate,372,"{""value"": 0.00401}",float
dropout,411,"{""value"": 0.47}",float
weight_decay,496,"{""value"": 0.00711}",float
subsample,483,"{""value"": 0.80}",float
min_samples_leaf,204,"{""value"": 2}",int
colsample_bytree,978,"{""value"": 0.93}",float
patience,435,"{""value"": 3}",int
min_samples_split,1249,"{""value"": 2}",int
early_stopping_rounds,219,"{""value"": 7}",int
optimizer,655,"{""value"": ""sgd""}",enum
random_seed,1358,"{""value"": 75605}",int
num_epochs,1153,"{""value"": 157}",int
momentum,400,"{""value"": 0.46}",float
min_samples_leaf,994,"{""value"": 6}",int
dropout,321,"{""value"": 0.17}",float
num_epochs,324,"{""value"": 46}",int
colsample_bytree,1459,"{""value"": 0.82}",float
patience,1184,"{""value"": 20}",int
random_seed,3,"{""value"": 20234}",int
weight_decay,1466,"{""value"": 0.00615}",float
hidden_size,81,"{""value"": 16}",int
num_layers,957,"{""value"": 9}",int
subsample,161,"{""value"": 0.70}",float
min_samples_split,1339,"{""value"": 12}",int
early_stopping_rounds,606,"{""value"": 6}",int
max_depth,1368,"{""value"": 9}",int
activation,861,"{""value"": ""relu""}",enum
loss_function,177,"{""value"": ""mse""}",enum
optimizer,83,"{""value"": ""adam""}",enum
batch_size,1322,"{""value"": 128}",int
momentum,80,"{""value"": 0.57}",float
regularization_lambda,74,"{""value"": 0.48}",float
learning_rate,464,"{""value"": 0.00132}",float
max_depth,386,"{""value"": 17}",int
loss_function,463,"{""value"": ""mae""}",enum
num_layers,1294,"{""value"": 8}",int
patience,1081,"{""value"": 18}",int
weight_decay,63,"{""value"": 0.00011}",float
early_stopping_rounds,1171,"{""value"": 41}",int
dropout,880,"{""value"": 0.59}",float
batch_size,222,"{""value"": 16}",int
subsample,253,"{""value"": 1.00}",float
random_seed,542,"{""value"": 23351}",int
min_samples_split,682,"{""value"": 18}",int
colsample_bytree,290,"{""value"": 0.74}",float
activation,995,"{""value"": ""sigmoid""}",enum
momentum,482,"{""value"": 0.25}",float
hidden_size,1332,"{""value"": 128}",int
learning_rate,223,"{""value"": 0.00434}",float
min_samples_leaf,1440,"{""value"": 4}",int
optimizer,665,"{""value"": ""sgd""}",enum
num_epochs,402,"{""value"": 24}",int
regularization_lambda,79,"{""value"": 0.79}",float
learning_rate,1247,"{""value"": 0.00226}",float
colsample_bytree,765,"{""value"": 0.67}",float
patience,49,"{""value"": 7}",int
max_depth,539,"{""value"": 24}",int
batch_size,836,"{""value"": 128}",int
early_stopping_rounds,1073,"{""value"": 50}",int
hidden_size,173,"{""value"": 512}",int
dropout,1133,"{""value"": 0.14}",float
min_samples_split,882,"{""value"": 6}",int
num_layers,858,"{""value"": 1}",int
num_epochs,549,"{""value"": 180}",int
momentum,434,"{""value"": 0.65}",float
subsample,455,"{""value"": 0.55}",float
loss_function,781,"{""value"": ""huber""}",enum
min_samples_leaf,94,"{""value"": 6}",int
weight_decay,1391,"{""value"": 0.00040}",float
activation,407,"{""value"": ""selu""}",enum
regularization_lambda,1224,"{""value"": 0.21}",float
optimizer,531,"{""value"": ""sgd""}",enum
random_seed,1037,"{""value"": 10625}",int
num_epochs,619,"{""value"": 115}",int
momentum,261,"{""value"": 0.99}",float
subsample,1298,"{""value"": 0.86}",float
loss_function,1117,"{""value"": ""huber""}",enum
min_samples_leaf,151,"{""value"": 8}",int
weight_decay,1145,"{""value"": 0.00580}",float
activation,775,"{""value"": ""relu""}",enum
regularization_lambda,1258,"{""value"": 0.01}",float
optimizer,554,"{""value"": ""adamw""}",enum
random_seed,1132,"{""value"": 70522}",int
learning_rate,609,"{""value"": 0.00709}",float
colsample_bytree,733,"{""value"": 0.52}",float
patience,1378,"{""value"": 18}",int
max_depth,171,"{""value"": 4}",int
batch_size,706,"{""value"": 16}",int
early_stopping_rounds,552,"{""value"": 36}",int
hidden_size,159,"{""value"": 256}",int
dropout,293,"{""value"": 0.05}",float
min_samples_split,1328,"{""value"": 7}",int
num_layers,960,"{""value"": 3}",int
loss_function,933,"{""value"": ""mse""}",enum
random_seed,577,"{""value"": 89602}",int
optimizer,756,"{""value"": ""rmsprop""}",enum
colsample_bytree,662,"{""value"": 0.55}",float
momentum,1252,"{""value"": 0.50}",float
learning_rate,1435,"{""value"": 0.00543}",float
num_layers,801,"{""value"": 2}",int
early_stopping_rounds,855,"{""value"": 32}",int
max_depth,1095,"{""value"": 17}",int
dropout,470,"{""value"": 0.51}",float
activation,1268,"{""value"": ""sigmoid""}",enum
hidden_size,220,"{""value"": 512}",int
weight_decay,759,"{""value"": 0.00732}",float
regularization_lambda,1283,"{""value"": 0.73}",float
min_samples_leaf,996,"{""value"": 5}",int
min_samples_split,1075,"{""value"": 7}",int
num_epochs,303,"{""value"": 117}",int
batch_size,398,"{""value"": 64}",int
subsample,985,"{""value"": 0.71}",float
patience,722,"{""value"": 9}",int
patience,1483,"{""value"": 19}",int
optimizer,1110,"{""value"": ""rmsprop""}",enum
activation,565,"{""value"": ""gelu""}",enum
regularization_lambda,658,"{""value"": 0.42}",float
dropout,800,"{""value"": 0.31}",float
num_layers,428,"{""value"": 7}",int
early_stopping_rounds,1441,"{""value"": 33}",int
subsample,684,"{""value"": 0.53}",float
random_seed,356,"{""value"": 18793}",int
min_samples_leaf,162,"{""value"": 10}",int
max_depth,221,"{""value"": 7}",int
weight_decay,1030,"{""value"": 0.00301}",float
batch_size,639,"{""value"": 64}",int
momentum,217,"{""value"": 0.62}",float
hidden_size,116,"{""value"": 64}",int
min_samples_split,210,"{""value"": 16}",int
learning_rate,1408,"{""value"": 0.00300}",float
colsample_bytree,1019,"{""value"": 0.90}",float
loss_function,1241,"{""value"": ""mse""}",enum
num_epochs,1013,"{""value"": 75}",int
learning_rate,912,"{""value"": 0.00874}",float
num_layers,1218,"{""value"": 6}",int
loss_function,1104,"{""value"": ""mae""}",enum
dropout,1281,"{""value"": 0.53}",float
weight_decay,251,"{""value"": 0.00014}",float
colsample_bytree,786,"{""value"": 0.89}",float
activation,1416,"{""value"": ""gelu""}",enum
patience,1207,"{""value"": 9}",int
regularization_lambda,301,"{""value"": 0.97}",float
hidden_size,564,"{""value"": 64}",int
min_samples_leaf,1423,"{""value"": 5}",int
min_samples_split,593,"{""value"": 13}",int
batch_size,927,"{""value"": 64}",int
early_stopping_rounds,1177,"{""value"": 5}",int
random_seed,273,"{""value"": 4967}",int
num_epochs,472,"{""value"": 146}",int
subsample,498,"{""value"": 0.88}",float
optimizer,631,"{""value"": ""sgd""}",enum
momentum,611,"{""value"": 0.35}",float
max_depth,1323,"{""value"": 15}",int
early_stopping_rounds,1375,"{""value"": 17}",int
patience,264,"{""value"": 16}",int
regularization_lambda,1319,"{""value"": 0.55}",float
dropout,1190,"{""value"": 0.04}",float
max_depth,1296,"{""value"": 6}",int
min_samples_split,712,"{""value"": 13}",int
num_epochs,834,"{""value"": 54}",int
activation,1254,"{""value"": ""selu""}",enum
subsample,1,"{""value"": 0.50}",float
random_seed,430,"{""value"": 40450}",int
num_layers,536,"{""value"": 3}",int
